user_id,is_churned,churn_date,churn_reason
U01983,Yes,2024-12-10,Price
U01984,No,,
U01985,Yes,2024-04-20,Competition
U01986,Yes,2024-04-16,Competition
U01987,Yes,2024-12-30,Features
U01988,No,,
U01989,Yes,2024-11-21,Features
U01990,Yes,2025-04-01,Competition
U01991,No,,
U01992,Yes,2025-01-14,Features
U01993,Yes,2024-11-04,Competition
U01994,No,,
U01995,Yes,2024-06-01,Features
U01996,Yes,2024-05-19,Competition
U01997,Yes,2024-06-30,Competition
U01998,Yes,2025-04-26,Features
U01999,Yes,2024-11-28,Competition
U02000,Yes,2024-08-26,Price
U02001,Yes,2024-12-28,Features
U02002,Yes,2025-02-16,Price
U02003,Yes,2024-10-20,Inactive
U02004,Yes,2025-02-10,Inactive
U02005,Yes,2024-06-28,Competition
U02006,Yes,2025-02-14,Features
U02007,Yes,2024-09-09,Inactive
U02008,Yes,2024-12-10,Inactive
U02009,No,,
U02010,Yes,2024-07-21,Features
U02011,Yes,2024-04-12,Price
U02012,Yes,2025-03-13,Price
U02013,Yes,2025-08-16,Features
U02014,Yes,2024-05-25,Features
U02015,No,,
U02016,No,,
U02017,No,,
U02018,Yes,2025-06-28,Features
U02019,Yes,2025-01-14,Inactive
U02020,Yes,2024-03-20,Price
U02021,Yes,2024-05-18,Features
U02022,No,,
U02023,No,,
U02024,Yes,2024-03-19,Inactive
U02025,Yes,2025-01-23,Price
U02026,Yes,2024-04-21,Features
U02027,Yes,2024-02-26,Inactive
U02028,Yes,2024-10-27,Competition
U02029,Yes,2024-07-20,Competition
U02030,Yes,2024-05-21,Inactive
U02031,Yes,2024-05-02,Inactive
U02032,Yes,2024-12-06,Price
U02033,No,,
U02034,Yes,2025-03-06,Competition
U02035,Yes,2025-06-17,Features
U02036,Yes,2025-09-26,Price
U02037,Yes,2024-05-08,Inactive
U02038,Yes,2025-07-20,Features
U02039,Yes,2025-04-26,Competition
U02040,Yes,2025-10-01,Features
U02041,Yes,2024-12-06,Price
U02042,Yes,2024-09-18,Features
U02043,Yes,2024-10-24,Price
U02044,Yes,2024-12-26,Competition
U02045,Yes,2024-11-15,Price
U02046,Yes,2025-01-25,Competition
U02047,Yes,2025-07-17,Inactive
U02048,Yes,2025-03-16,Price
U02049,Yes,2025-06-24,Inactive
U02050,Yes,2024-03-01,Competition
U02051,Yes,2025-01-21,Competition
U02052,Yes,2024-09-11,Features
U02053,Yes,2025-01-26,Features
U02054,Yes,2025-01-17,Price
U02055,Yes,2024-11-29,Competition
U02056,Yes,2024-08-19,Competition
U02057,Yes,2024-06-22,Inactive
U02058,Yes,2024-11-13,Price
U02059,Yes,2025-06-30,Competition
U02060,Yes,2024-05-15,Features
U02061,Yes,2025-03-17,Inactive
U02062,No,,
U02063,Yes,2024-05-17,Inactive
U02064,No,,
U02065,Yes,2025-02-15,Features
U02066,Yes,2024-12-07,Competition
U02067,Yes,2024-12-14,Features
U02068,Yes,2024-11-22,Inactive
U02069,Yes,2024-10-04,Price
U02070,Yes,2024-07-09,Competition
U02071,Yes,2024-02-27,Price
U02072,Yes,2024-02-27,Competition
U02073,Yes,2024-06-02,Competition
U02074,Yes,2024-10-10,Competition
U02075,Yes,2024-09-08,Competition
U02076,Yes,2025-01-01,Price
U02077,Yes,2025-01-13,Inactive
U02078,No,,
U02079,Yes,2024-04-20,Competition
U02080,Yes,2025-04-25,Features
U02081,Yes,2025-09-01,Inactive
U02082,Yes,2024-11-13,Price
U02083,Yes,2024-10-17,Price
U02084,Yes,2025-01-03,Features
U02085,Yes,2024-11-20,Price
U02086,Yes,2025-05-26,Inactive
U02087,Yes,2025-05-03,Inactive
U02088,Yes,2024-06-26,Inactive
U02089,Yes,2024-05-08,Competition
U02090,Yes,2024-05-24,Price
U02091,Yes,2025-07-14,Inactive
U02092,Yes,2024-12-02,Features
U02093,Yes,2024-07-11,Price
U02094,Yes,2024-07-31,Features
U02095,Yes,2025-01-14,Price
U02096,Yes,2025-04-18,Features
U02097,Yes,2024-07-26,Price
U02098,Yes,2024-10-05,Features
U02099,Yes,2024-08-26,Price
U02100,Yes,2025-01-28,Competition
U02101,Yes,2025-04-07,Competition
U02102,Yes,2024-08-30,Inactive
U02103,No,,
U02104,Yes,2024-10-26,Competition
U02105,Yes,2025-02-17,Features
U02106,Yes,2024-10-17,Price
U02107,Yes,2024-12-15,Inactive
U02108,Yes,2024-08-02,Price
U02109,Yes,2024-11-07,Inactive
U02110,Yes,2025-06-25,Features
U02111,No,,
U02112,Yes,2024-02-29,Competition
U02113,Yes,2024-11-02,Inactive
U02114,Yes,2025-03-26,Inactive
U02115,Yes,2024-03-08,Features
U02116,Yes,2024-06-09,Inactive
U02117,Yes,2024-10-04,Inactive
U02118,Yes,2024-07-22,Features
U02119,Yes,2024-03-22,Inactive
U02120,Yes,2024-08-11,Competition
U02121,Yes,2024-05-29,Inactive
U02122,Yes,2025-01-17,Inactive
U02123,Yes,2025-05-23,Price
U02124,Yes,2024-08-07,Price
U02125,Yes,2024-08-21,Features
U02126,Yes,2025-06-05,Price
U02127,Yes,2025-03-22,Features
U02128,Yes,2025-05-31,Inactive
U02129,Yes,2024-11-08,Price
U02130,Yes,2025-02-28,Competition
U02131,Yes,2024-10-07,Competition
U02132,Yes,2024-07-23,Features
U02133,Yes,2025-04-13,Features
U02134,No,,
U02135,Yes,2025-08-19,Price
U02136,Yes,2024-06-24,Price
U02137,Yes,2024-04-15,Inactive
U02138,Yes,2025-10-30,Price
U02139,Yes,2025-04-17,Features
U02140,Yes,2025-02-01,Competition
U02141,Yes,2025-01-19,Price
U02142,No,,
U02143,Yes,2024-09-16,Competition
U02144,Yes,2025-02-06,Competition
U02145,Yes,2025-02-07,Competition
U02146,Yes,2024-05-27,Competition
U02147,Yes,2024-03-26,Competition
U02148,Yes,2024-12-12,Inactive
U02149,Yes,2024-08-24,Competition
U02150,Yes,2025-04-15,Competition
U02151,Yes,2024-12-07,Features
U02152,Yes,2025-01-17,Price
U02153,Yes,2024-07-25,Features
U02154,Yes,2025-02-11,Competition
U02155,Yes,2025-01-01,Competition
U02156,Yes,2024-07-01,Inactive
U02157,Yes,2024-06-14,Features
U02158,Yes,2024-10-18,Price
U02159,Yes,2024-06-13,Inactive
U02160,Yes,2024-12-23,Competition
U02161,Yes,2025-05-22,Inactive
U02162,Yes,2025-06-19,Features
U02163,No,,
U02164,Yes,2024-05-14,Features
U02165,Yes,2024-09-23,Price
U02166,Yes,2024-07-29,Inactive
U02167,No,,
U02168,Yes,2025-01-09,Price
U02169,Yes,2025-04-16,Price
U02170,Yes,2025-04-17,Inactive
U02171,Yes,2024-08-28,Features
U02172,Yes,2024-08-17,Price
U02173,Yes,2024-10-16,Price
U02174,Yes,2024-07-24,Price
U02175,Yes,2024-11-28,Inactive
U02176,Yes,2025-01-01,Features
U02177,Yes,2025-01-16,Competition
U02178,Yes,2024-11-14,Inactive
U02179,No,,
U02180,Yes,2024-12-04,Features
U02181,Yes,2025-02-11,Competition
U02182,Yes,2024-06-22,Competition
U02183,No,,
U02184,Yes,2025-06-20,Price
U02185,Yes,2024-05-23,Competition
U02186,Yes,2024-04-10,Competition
U02187,Yes,2024-12-21,Competition
U02188,Yes,2025-01-20,Price
U02189,Yes,2024-09-06,Price
U02190,Yes,2025-01-07,Features
U02191,Yes,2025-03-17,Competition
U02192,Yes,2024-06-23,Price
U02193,Yes,2024-09-03,Features
U02194,Yes,2024-09-14,Price
U02195,Yes,2024-11-30,Features
U02196,Yes,2024-08-21,Inactive
U02197,Yes,2024-12-10,Features
U02198,Yes,2025-04-12,Inactive
U02199,Yes,2024-05-30,Inactive
U02200,Yes,2025-03-11,Features
U02201,Yes,2024-12-01,Price
U02202,Yes,2025-02-06,Features
U02203,No,,
U02204,Yes,2024-03-14,Price
U02205,Yes,2024-11-26,Competition
U02206,Yes,2024-10-09,Competition
U02207,Yes,2024-12-20,Features
U02208,Yes,2024-06-24,Competition
U02209,Yes,2024-12-11,Competition
U02210,No,,
U02211,Yes,2024-08-25,Inactive
U02212,Yes,2024-06-06,Competition
U02213,Yes,2025-05-14,Features
U02214,Yes,2025-02-08,Features
U02215,Yes,2024-12-22,Competition
U02216,Yes,2025-01-22,Price
U02217,Yes,2024-11-18,Price
U02218,Yes,2025-04-01,Price
U02219,Yes,2024-05-31,Inactive
U02220,Yes,2024-10-13,Competition
U02221,Yes,2024-10-16,Inactive
U02222,Yes,2024-09-05,Price
U02223,No,,
U02224,Yes,2025-05-09,Competition
U02225,Yes,2024-11-18,Competition
U02226,Yes,2024-07-08,Competition
U02227,Yes,2024-06-04,Features
U02228,Yes,2025-01-06,Competition
U02229,Yes,2025-01-27,Price
U02230,Yes,2024-09-05,Inactive
U02231,Yes,2025-05-08,Inactive
U02232,Yes,2025-02-05,Price
U02233,Yes,2024-04-20,Price
U02234,Yes,2024-03-27,Competition
U02235,Yes,2025-01-11,Price
U02236,No,,
U02237,Yes,2025-06-19,Competition
U02238,Yes,2025-01-06,Competition
U02239,Yes,2024-06-15,Features
U02240,Yes,2024-12-24,Competition
U02241,Yes,2024-10-03,Features
U02242,Yes,2024-08-23,Competition
U02243,No,,
U02244,Yes,2025-04-18,Competition
U02245,Yes,2024-05-16,Competition
U02246,Yes,2024-11-30,Competition
U02247,Yes,2024-05-05,Price
U02248,Yes,2025-01-30,Features
U02249,Yes,2024-06-18,Inactive
U02250,Yes,2024-12-07,Inactive
U02251,Yes,2024-06-11,Competition
U02252,Yes,2024-08-31,Price
U02253,Yes,2024-05-30,Competition
U02254,Yes,2025-02-02,Price
U02255,Yes,2024-07-24,Features
U02256,Yes,2024-10-04,Features
U02257,Yes,2024-11-04,Price
U02258,Yes,2025-02-19,Competition
U02259,Yes,2025-05-21,Competition
U02260,Yes,2024-09-16,Inactive
U02261,Yes,2024-08-19,Competition
U02262,Yes,2025-01-08,Price
U02263,No,,
U02264,Yes,2024-06-21,Price
U02265,Yes,2024-06-26,Price
U02266,Yes,2024-07-27,Price
U02267,No,,
U02268,Yes,2024-11-10,Inactive
U02269,Yes,2025-04-05,Inactive
U02270,Yes,2024-10-07,Price
U02271,Yes,2024-02-16,Inactive
U02272,Yes,2025-06-14,Features
U02273,Yes,2024-07-02,Features
U02274,Yes,2024-11-19,Inactive
U02275,Yes,2024-02-21,Features
U02276,Yes,2025-09-02,Inactive
U02277,No,,
U02278,Yes,2024-04-16,Inactive
U02279,Yes,2024-05-29,Features
U02280,Yes,2025-03-08,Price
U02281,Yes,2024-06-18,Inactive
U02282,Yes,2024-08-28,Price
U02283,Yes,2025-01-04,Price
U02284,Yes,2024-03-28,Inactive
U02285,Yes,2024-06-05,Features
U02286,Yes,2024-10-18,Features
U02287,Yes,2024-12-01,Price
U02288,Yes,2024-12-28,Inactive
U02289,No,,
U02290,Yes,2025-01-02,Competition
U02291,Yes,2025-02-04,Inactive
U02292,Yes,2025-03-08,Inactive
U02293,No,,
U02294,Yes,2024-11-09,Inactive
U02295,No,,
U02296,Yes,2025-01-08,Price
U02297,Yes,2024-09-14,Features
U02298,Yes,2024-09-29,Inactive
U02299,Yes,2024-11-13,Price
U02300,Yes,2025-02-07,Price
U02301,Yes,2024-10-04,Features
U02302,Yes,2024-11-26,Inactive
U02303,Yes,2024-10-26,Competition
U02304,Yes,2024-06-09,Features
U02305,No,,
U02306,Yes,2024-08-10,Inactive
U02307,No,,
U02308,Yes,2024-11-05,Inactive
U02309,Yes,2024-06-18,Inactive
U02310,Yes,2025-09-10,Price
U02311,Yes,2025-01-21,Features
U02312,Yes,2024-08-15,Inactive
U02313,Yes,2025-01-09,Features
U02314,Yes,2024-07-05,Price
U02315,Yes,2025-06-30,Competition
U02316,Yes,2024-09-02,Competition
U02317,Yes,2025-04-05,Features
U02318,Yes,2024-08-07,Inactive
U02319,Yes,2024-08-10,Inactive
U02320,Yes,2024-11-13,Inactive
U02321,Yes,2025-08-03,Features
U02322,Yes,2024-11-19,Features
U02323,Yes,2024-11-08,Competition
U02324,Yes,2024-06-24,Price
U02325,Yes,2024-04-22,Price
U02326,Yes,2025-03-30,Competition
U02327,Yes,2024-11-15,Features
U02328,Yes,2024-09-07,Competition
U02329,Yes,2025-01-27,Price
U02330,No,,
U02331,Yes,2024-07-08,Price
U02332,No,,
U02333,Yes,2024-05-26,Competition
U02334,Yes,2025-06-19,Price
U02335,Yes,2025-03-09,Price
U02336,Yes,2024-02-16,Features
U02337,Yes,2024-08-21,Competition
U02338,Yes,2024-09-16,Price
U02339,Yes,2025-02-08,Price
U02340,Yes,2024-06-25,Competition
U02341,Yes,2024-09-30,Competition
U02342,Yes,2024-04-21,Price
U02343,Yes,2024-11-05,Price
U02344,Yes,2024-07-17,Competition
U02345,Yes,2025-05-13,Features
U02346,No,,
U02347,Yes,2025-07-16,Features
U02348,Yes,2025-02-22,Competition
U02349,Yes,2025-01-29,Competition
U02350,Yes,2025-01-25,Price
U02351,Yes,2024-11-01,Inactive
U02352,Yes,2024-03-19,Inactive
U02353,Yes,2024-12-13,Inactive
U02354,Yes,2025-04-21,Inactive
U02355,Yes,2024-11-16,Features
U02356,Yes,2024-06-24,Features
U02357,Yes,2024-05-01,Inactive
U02358,Yes,2024-02-23,Competition
U02359,Yes,2024-05-02,Price
U02360,Yes,2024-07-26,Features
U02361,Yes,2024-11-27,Competition
U02362,Yes,2024-11-07,Inactive
U02363,Yes,2024-05-11,Inactive
U02364,Yes,2024-10-15,Competition
U02365,Yes,2025-02-07,Price
U02366,Yes,2025-06-25,Competition
U02367,Yes,2024-05-30,Inactive
U02368,Yes,2024-03-22,Competition
U02369,Yes,2024-12-06,Competition
U02370,Yes,2024-11-14,Inactive
U02371,Yes,2024-12-26,Inactive
U02372,Yes,2024-07-31,Competition
U02373,Yes,2024-05-11,Features
U02374,Yes,2024-12-03,Inactive
U02375,Yes,2024-12-22,Features
U02376,No,,
U02377,Yes,2024-06-18,Competition
U02378,Yes,2024-09-10,Features
U02379,Yes,2025-01-15,Competition
U02380,Yes,2024-09-20,Price
U02381,Yes,2025-01-13,Features
U02382,Yes,2025-02-27,Competition
U02383,Yes,2024-12-25,Inactive
U02384,Yes,2024-11-26,Price
U02385,Yes,2024-05-15,Inactive
U02386,Yes,2025-02-27,Inactive
U02387,Yes,2024-11-02,Features
U02388,Yes,2024-10-26,Price
U02389,Yes,2024-07-04,Price
U02390,Yes,2025-01-07,Inactive
U02391,Yes,2024-03-03,Competition
U02392,Yes,2024-10-23,Price
U02393,Yes,2024-07-25,Price
U02394,Yes,2025-02-13,Competition
U02395,Yes,2024-10-03,Competition
U02396,Yes,2025-01-15,Inactive
U02397,Yes,2024-06-10,Competition
U02398,Yes,2024-09-16,Features
U02399,Yes,2024-08-01,Competition
U02400,No,,
U02401,Yes,2024-10-14,Features
U02402,Yes,2024-10-07,Competition
U02403,Yes,2024-11-02,Features
U02404,Yes,2025-02-05,Inactive
U02405,Yes,2024-05-18,Price
U02406,Yes,2024-04-27,Competition
U02407,Yes,2024-09-26,Price
U02408,Yes,2024-12-10,Competition
U02409,Yes,2024-05-10,Competition
U02410,Yes,2024-10-12,Features
U02411,Yes,2024-04-21,Inactive
U02412,Yes,2025-09-24,Inactive
U02413,Yes,2024-06-03,Competition
U02414,Yes,2025-01-18,Features
U02415,Yes,2025-01-04,Inactive
U02416,Yes,2025-01-15,Inactive
U02417,Yes,2024-07-26,Price
U02418,Yes,2024-12-02,Competition
U02419,Yes,2024-10-20,Features
U02420,Yes,2024-10-31,Price
U02421,Yes,2025-10-01,Inactive
U02422,Yes,2024-02-10,Inactive
U02423,Yes,2024-04-04,Features
U02424,Yes,2024-09-07,Features
U02425,Yes,2024-06-03,Inactive
U02426,Yes,2024-05-18,Competition
U02427,Yes,2024-07-31,Features
U02428,Yes,2024-09-04,Inactive
U02429,No,,
U02430,Yes,2024-12-15,Competition
U02431,Yes,2024-09-22,Inactive
U02432,Yes,2025-03-21,Inactive
U02433,Yes,2025-07-20,Features
U02434,Yes,2024-07-25,Price
U02435,Yes,2024-11-16,Price
U02436,No,,
U02437,Yes,2024-10-15,Competition
U02438,Yes,2025-02-17,Features
U02439,Yes,2024-08-21,Features
U02440,Yes,2025-01-06,Price
U02441,Yes,2024-07-08,Price
U02442,Yes,2024-06-29,Inactive
U02443,Yes,2024-06-08,Competition
U02444,Yes,2024-06-21,Features
U02445,Yes,2025-01-23,Competition
U02446,Yes,2024-05-18,Features
U02447,Yes,2025-01-02,Features
U02448,Yes,2024-08-08,Inactive
U02449,Yes,2024-02-24,Inactive
U02450,Yes,2024-12-30,Inactive
U02451,Yes,2024-09-04,Competition
U02452,Yes,2025-01-14,Features
U02453,Yes,2024-11-24,Price
U02454,Yes,2024-05-04,Features
U02455,Yes,2024-04-30,Features
U02456,Yes,2024-08-19,Competition
U02457,Yes,2025-06-16,Features
U02458,No,,
U02459,Yes,2024-08-23,Competition
U02460,Yes,2024-12-18,Competition
U02461,Yes,2025-01-26,Price
U02462,Yes,2024-07-15,Features
U02463,Yes,2025-02-12,Competition
U02464,Yes,2024-05-22,Competition
U02465,No,,
U02466,Yes,2024-08-11,Competition
U02467,Yes,2024-09-24,Inactive
U02468,Yes,2025-04-10,Price
U02469,Yes,2025-02-28,Competition
U02470,No,,
U02471,Yes,2024-07-29,Features
U02472,Yes,2024-12-12,Price
U02473,Yes,2025-02-04,Features
U02474,No,,
U02475,Yes,2025-02-26,Features
U02476,Yes,2024-05-20,Inactive
U02477,Yes,2025-03-16,Inactive
U02478,Yes,2024-12-29,Inactive
U02479,Yes,2024-11-27,Competition
U02480,Yes,2024-11-16,Price
U02481,Yes,2024-06-15,Price
U02482,Yes,2024-12-27,Inactive
U02483,Yes,2024-11-13,Price
U02484,No,,
U02485,Yes,2024-04-18,Competition
U02486,Yes,2024-03-13,Price
U02487,Yes,2024-08-11,Inactive
U02488,Yes,2024-12-19,Inactive
U02489,Yes,2024-08-22,Features
U02490,Yes,2025-06-27,Inactive
U02491,Yes,2025-01-01,Inactive
U02492,Yes,2024-05-15,Features
U02493,Yes,2024-03-31,Competition
U02494,Yes,2024-09-03,Features
U02495,Yes,2024-07-24,Features
U02496,Yes,2025-01-13,Features
U02497,Yes,2024-07-18,Competition
U02498,Yes,2025-04-07,Inactive
U02499,Yes,2024-08-10,Inactive
U02500,Yes,2024-05-12,Competition
U02501,Yes,2024-09-15,Competition
U02502,Yes,2024-10-28,Competition
U02503,Yes,2025-01-30,Inactive
U02504,No,,
U02505,Yes,2024-04-23,Competition
U02506,Yes,2025-04-29,Competition
U02507,Yes,2024-10-26,Features
U02508,Yes,2025-01-31,Features
U02509,Yes,2024-11-01,Features
U02510,Yes,2024-05-14,Features
U02511,Yes,2024-11-05,Competition
U02512,Yes,2025-01-27,Competition
U02513,Yes,2024-01-31,Price
U02514,Yes,2025-08-11,Competition
U02515,Yes,2024-10-04,Competition
U02516,No,,
U02517,Yes,2024-09-04,Price
U02518,Yes,2024-12-10,Competition
U02519,Yes,2024-08-28,Inactive
U02520,Yes,2024-11-25,Inactive
U02521,Yes,2024-07-02,Inactive
U02522,Yes,2024-02-12,Price
U02523,Yes,2024-11-01,Price
U02524,Yes,2024-09-03,Competition
U02525,Yes,2024-07-07,Price
U02526,Yes,2025-02-13,Inactive
U02527,Yes,2024-05-11,Price
U02528,Yes,2024-10-12,Price
U02529,Yes,2024-12-10,Competition
U02530,Yes,2025-04-03,Competition
U02531,Yes,2024-08-01,Features
U02532,Yes,2024-12-24,Competition
U02533,Yes,2025-01-18,Features
U02534,Yes,2024-11-17,Competition
U02535,Yes,2025-04-20,Inactive
U02536,Yes,2024-08-22,Competition
U02537,Yes,2024-11-20,Features
U02538,Yes,2024-03-05,Inactive
U02539,Yes,2024-06-21,Price
U02540,Yes,2025-05-17,Competition
U02541,Yes,2025-01-29,Competition
U02542,Yes,2025-02-14,Competition
U02543,Yes,2024-11-10,Inactive
U02544,No,,
U02545,Yes,2024-09-02,Competition
U02546,Yes,2024-12-14,Features
U02547,Yes,2024-07-13,Features
U02548,Yes,2024-09-04,Features
U02549,Yes,2024-12-31,Features
U02550,Yes,2025-06-30,Price
U02551,Yes,2024-09-12,Price
U02552,Yes,2024-12-22,Competition
U02553,Yes,2024-04-29,Inactive
U02554,Yes,2024-09-03,Features
U02555,Yes,2024-06-11,Price
U02556,Yes,2024-06-07,Competition
U02557,Yes,2024-02-11,Price
U02558,Yes,2025-04-08,Features
U02559,Yes,2025-03-08,Features
U02560,Yes,2025-03-24,Inactive
U02561,Yes,2024-04-27,Inactive
U02562,Yes,2024-12-02,Price
U02563,Yes,2025-04-03,Inactive
U02564,Yes,2025-07-02,Competition
U02565,Yes,2024-12-09,Features
U02566,Yes,2025-09-19,Inactive
U02567,Yes,2024-10-20,Price
U02568,Yes,2025-01-12,Features
U02569,Yes,2024-11-04,Inactive
U02570,Yes,2024-09-03,Competition
U02571,Yes,2025-05-21,Price
U02572,Yes,2024-09-19,Features
U02573,Yes,2024-10-27,Competition
U02574,No,,
U02575,Yes,2025-01-07,Price
U02576,Yes,2024-06-22,Competition
U02577,Yes,2024-08-10,Inactive
U02578,Yes,2024-05-13,Price
U02579,Yes,2024-10-03,Features
U02580,Yes,2024-03-07,Inactive
U02581,Yes,2025-05-03,Features
U02582,Yes,2024-06-28,Competition
U02583,Yes,2025-02-27,Features
U02584,Yes,2024-05-12,Features
U02585,Yes,2025-03-29,Price
U02586,Yes,2025-01-27,Competition
U02587,Yes,2025-06-06,Competition
U02588,Yes,2024-12-17,Price
U02589,Yes,2024-03-20,Price
U02590,Yes,2024-10-16,Inactive
U02591,Yes,2024-08-15,Inactive
U02592,Yes,2024-12-01,Price
U02593,Yes,2024-06-03,Inactive
U02594,Yes,2024-12-04,Features
U02595,Yes,2025-03-22,Competition
U02596,Yes,2024-10-21,Price
U02597,Yes,2024-08-29,Features
U02598,Yes,2024-03-09,Price
U02599,Yes,2024-06-22,Competition
U02600,Yes,2024-04-16,Competition
U02601,Yes,2024-12-29,Inactive
U02602,Yes,2024-07-21,Features
U02603,Yes,2024-03-02,Inactive
U02604,Yes,2025-02-02,Features
U02605,Yes,2024-05-01,Features
U02606,Yes,2025-05-08,Inactive
U02607,Yes,2024-09-17,Features
U02608,No,,
U02609,Yes,2025-05-23,Features
U02610,Yes,2024-08-21,Features
U02611,Yes,2024-07-07,Features
U02612,No,,
U02613,No,,
U02614,Yes,2024-12-29,Features
U02615,Yes,2024-06-05,Price
U02616,Yes,2024-09-22,Competition
U02617,Yes,2024-07-28,Inactive
U02618,Yes,2025-04-07,Competition
U02619,No,,
U02620,Yes,2024-11-12,Inactive
U02621,Yes,2024-10-29,Inactive
U02622,No,,
U02623,Yes,2024-03-12,Features
U02624,Yes,2024-12-12,Competition
U02625,Yes,2025-02-05,Price
U02626,Yes,2024-10-22,Competition
U02627,Yes,2024-08-27,Features
U02628,Yes,2025-04-04,Inactive
U02629,Yes,2024-05-23,Competition
U02630,No,,
U02631,Yes,2024-06-29,Competition
U02632,No,,
U02633,Yes,2024-05-24,Competition
U02634,Yes,2024-04-06,Features
U02635,Yes,2024-06-21,Competition
U02636,Yes,2024-03-20,Competition
U02637,Yes,2024-10-16,Price
U02638,Yes,2024-06-21,Features
U02639,Yes,2025-04-05,Inactive
U02640,Yes,2024-06-06,Inactive
U02641,Yes,2025-07-10,Inactive
U02642,Yes,2024-04-29,Inactive
U02643,Yes,2024-07-30,Features
U02644,Yes,2025-08-18,Competition
U02645,Yes,2025-01-30,Features
U02646,Yes,2024-12-03,Price
U02647,No,,
U02648,Yes,2024-03-23,Competition
U02649,Yes,2024-04-05,Features
U02650,Yes,2025-07-18,Inactive
U02651,Yes,2025-02-08,Inactive
U02652,Yes,2025-03-14,Price
U02653,Yes,2024-11-04,Competition
U02654,Yes,2024-08-03,Inactive
U02655,Yes,2024-09-28,Competition
U02656,Yes,2024-03-28,Competition
U02657,Yes,2024-07-12,Price
U02658,Yes,2024-06-22,Inactive
U02659,Yes,2024-10-29,Inactive
U02660,Yes,2024-11-11,Competition
U02661,Yes,2024-07-25,Price
U02662,Yes,2024-04-02,Features
U02663,Yes,2024-07-24,Price
U02664,Yes,2024-09-04,Features
U02665,Yes,2024-10-02,Features
U02666,Yes,2024-07-23,Competition
U02667,Yes,2025-04-17,Features
U02668,Yes,2024-09-24,Price
U02669,No,,
U02670,Yes,2025-01-04,Competition
U02671,Yes,2025-07-17,Inactive
U02672,Yes,2025-03-13,Competition
U02673,Yes,2024-07-30,Features
U02674,Yes,2024-09-30,Price
U02675,Yes,2024-12-23,Competition
U02676,Yes,2024-11-10,Inactive
U02677,Yes,2025-05-21,Features
U02678,Yes,2025-01-20,Features
U02679,Yes,2024-05-11,Features
U02680,Yes,2024-09-06,Features
U02681,No,,
U02682,Yes,2024-05-06,Inactive
U02683,Yes,2024-12-28,Inactive
U02684,Yes,2024-07-06,Inactive
U02685,Yes,2024-12-19,Features
U02686,No,,
U02687,Yes,2024-11-21,Competition
U02688,Yes,2024-11-11,Features
U02689,Yes,2024-09-14,Inactive
U02690,No,,
U02691,Yes,2024-08-15,Price
U02692,Yes,2024-03-30,Inactive
U02693,Yes,2025-05-15,Competition
U02694,Yes,2025-10-24,Competition
U02695,Yes,2024-12-09,Inactive
U02696,Yes,2024-08-13,Price
U02697,Yes,2024-08-31,Features
U02698,Yes,2024-07-03,Inactive
U02699,Yes,2024-09-11,Competition
U02700,Yes,2024-09-15,Features
U02701,Yes,2024-10-10,Competition
U02702,Yes,2025-01-09,Price
U02703,Yes,2024-11-01,Inactive
U02704,Yes,2024-05-10,Features
U02705,Yes,2024-06-12,Price
U02706,Yes,2025-03-12,Inactive
U02707,Yes,2024-09-22,Features
U02708,Yes,2025-03-14,Competition
U02709,Yes,2025-01-04,Inactive
U02710,Yes,2024-04-04,Price
U02711,Yes,2025-01-21,Inactive
U02712,No,,
U02713,Yes,2024-08-08,Competition
U02714,Yes,2025-06-18,Inactive
U02715,Yes,2024-11-15,Inactive
U02716,Yes,2024-10-10,Price
U02717,No,,
U02718,Yes,2024-09-12,Inactive
U02719,Yes,2024-07-15,Inactive
U02720,Yes,2025-08-27,Price
U02721,Yes,2024-06-09,Features
U02722,Yes,2024-12-05,Price
U02723,Yes,2025-05-13,Competition
U02724,Yes,2024-02-17,Competition
U02725,Yes,2025-04-14,Features
U02726,No,,
U02727,Yes,2024-05-27,Inactive
U02728,Yes,2024-11-18,Features
U02729,Yes,2024-06-29,Inactive
U02730,Yes,2024-10-10,Features
U02731,Yes,2024-10-03,Inactive
U02732,Yes,2025-02-09,Features
U02733,Yes,2025-05-24,Price
U02734,Yes,2024-06-17,Competition
U02735,Yes,2024-07-23,Competition
U02736,Yes,2024-11-06,Price
U02737,Yes,2024-04-04,Competition
U02738,No,,
U02739,Yes,2025-01-17,Competition
U02740,Yes,2024-10-30,Inactive
U02741,Yes,2025-04-06,Features
U02742,Yes,2024-10-18,Inactive
U02743,Yes,2025-05-18,Inactive
U02744,Yes,2024-04-26,Price
U02745,Yes,2025-03-29,Price
U02746,Yes,2025-01-05,Features
U02747,Yes,2024-10-29,Price
U02748,Yes,2024-09-06,Features
U02749,Yes,2024-05-30,Inactive
U02750,Yes,2025-01-13,Features
U02751,Yes,2024-11-08,Inactive
U02752,Yes,2024-08-05,Features
U02753,Yes,2024-10-09,Inactive
U02754,Yes,2024-12-12,Competition
U02755,Yes,2024-11-01,Competition
U02756,Yes,2025-01-13,Competition
U02757,No,,
U02758,Yes,2025-02-23,Price
U02759,Yes,2025-02-28,Price
U02760,No,,
U02761,Yes,2025-02-03,Features
U02762,Yes,2024-11-22,Features
U02763,Yes,2025-01-07,Features
U02764,No,,
U02765,Yes,2024-08-14,Competition
U02766,No,,
U02767,Yes,2024-06-13,Competition
