transaction_id,user_id,transaction_date,order_value,product_category,product_name,quantity,discount,payment_method,transaction_status,refund_date
T011605,U02295,2024-12-26,236.52,Course,Pro,2,5,Net Banking,Completed,
T011606,U02295,2025-03-27,403.29,Software,Starter,1,0,UPI,Completed,
T011607,U02295,2025-03-26,109.12,Accessories,Analytics Add-on,3,15,Card,Completed,
T011608,U02295,2025-04-28,256.16,Course,Analytics Add-on,2,15,PayPal,Completed,
T011609,U02295,2025-05-30,396.43,Course,Enterprise,3,0,UPI,Completed,
T011610,U02295,2025-05-31,119.35,Software,Starter,3,15,Card,Completed,
T011611,U02295,2025-06-27,188.96,Software,Pro,2,0,PayPal,Completed,
T011612,U02295,2025-06-29,51.38,Software,Enterprise,3,20,UPI,Completed,
T011613,U02295,2025-08-28,192.16,Subscription,Enterprise,2,5,Net Banking,Completed,
T011614,U02295,2025-08-29,296.58,Subscription,Analytics Add-on,3,0,UPI,Completed,
T011615,U02295,2025-09-22,422.76,Accessories,Starter,3,10,PayPal,Completed,
T011616,U02295,2025-09-21,427.68,Course,Starter,3,20,PayPal,Completed,
T011617,U02295,2025-10-29,409.7,Course,Starter,3,15,Card,Completed,
T011618,U02295,2025-11-24,0.0,Software,Pro,1,5,Net Banking,Failed,
T011619,U02295,2025-11-22,172.57,Software,Enterprise,1,15,PayPal,Completed,
T011620,U02296,2024-11-15,306.74,Course,Analytics Add-on,1,5,Card,Completed,
T011621,U02296,2024-12-12,224.65,Accessories,Pro,3,20,Net Banking,Completed,
T011622,U02296,2024-12-10,450.15,Subscription,Pro,1,10,Card,Completed,
T011623,U02297,2024-08-19,430.11,Subscription,Pro,2,0,Net Banking,Completed,
T011624,U02298,2024-08-08,472.68,Subscription,Analytics Add-on,3,20,PayPal,Completed,
T011625,U02298,2024-09-05,467.78,Subscription,Analytics Add-on,2,10,Card,Completed,
T011626,U02298,2024-09-06,272.35,Subscription,Enterprise,1,10,Net Banking,Completed,
T011627,U02299,2024-09-22,188.97,Course,Pro,1,0,Card,Completed,
T011628,U02299,2024-10-20,480.81,Accessories,Enterprise,2,5,UPI,Completed,
T011629,U02300,2024-08-15,195.14,Subscription,Enterprise,1,20,UPI,Completed,
T011630,U02300,2024-09-14,488.85,Course,Enterprise,1,20,Net Banking,Refunded,2024-09-18
T011631,U02300,2024-09-14,0.0,Course,Analytics Add-on,3,5,UPI,Failed,
T011632,U02300,2024-10-15,278.77,Accessories,Analytics Add-on,1,15,Card,Completed,
T011633,U02300,2024-10-13,168.7,Accessories,Enterprise,1,10,Net Banking,Completed,
T011634,U02300,2024-11-15,433.48,Software,Starter,3,15,UPI,Completed,
T011635,U02300,2025-01-13,390.33,Accessories,Starter,3,10,UPI,Refunded,2025-01-19
T011636,U02300,2025-01-12,0.0,Course,Analytics Add-on,2,5,PayPal,Failed,
T011637,U02301,2024-09-09,0.0,Software,Enterprise,2,5,Card,Failed,
T011638,U02301,2024-09-09,346.6,Course,Analytics Add-on,3,5,UPI,Completed,
T011639,U02302,2024-10-30,0.0,Course,Pro,1,5,Card,Failed,
T011640,U02303,2024-05-03,498.76,Software,Enterprise,2,5,Card,Completed,
T011641,U02303,2024-05-30,151.67,Accessories,Analytics Add-on,1,20,PayPal,Completed,
T011642,U02303,2024-06-01,125.55,Accessories,Enterprise,2,5,UPI,Completed,
T011643,U02303,2024-08-29,112.02,Subscription,Starter,3,10,PayPal,Refunded,2024-09-05
T011644,U02303,2024-09-01,417.0,Accessories,Pro,2,15,PayPal,Completed,
T011645,U02305,2024-07-08,335.44,Software,Pro,3,0,Card,Completed,
T011646,U02305,2024-07-11,61.26,Subscription,Enterprise,3,20,PayPal,Refunded,2024-07-15
T011647,U02305,2024-08-07,163.8,Accessories,Pro,2,20,Net Banking,Completed,
T011648,U02305,2024-09-02,75.67,Accessories,Pro,1,20,Net Banking,Completed,
T011649,U02305,2024-10-02,61.52,Subscription,Analytics Add-on,3,10,PayPal,Completed,
T011650,U02305,2024-10-03,467.52,Subscription,Starter,3,5,UPI,Completed,
T011651,U02305,2024-11-02,239.47,Course,Starter,2,0,Net Banking,Completed,
T011652,U02305,2024-12-03,292.79,Subscription,Starter,1,10,Net Banking,Completed,
T011653,U02305,2024-12-06,147.01,Course,Analytics Add-on,3,0,UPI,Completed,
T011654,U02305,2025-03-06,200.6,Software,Analytics Add-on,2,0,UPI,Completed,
T011655,U02305,2025-04-05,145.65,Software,Enterprise,2,10,Card,Completed,
T011656,U02305,2025-04-29,424.33,Software,Analytics Add-on,2,20,Net Banking,Completed,
T011657,U02306,2024-06-14,0.0,Software,Pro,3,0,Net Banking,Failed,
T011658,U02306,2024-07-13,390.76,Accessories,Pro,2,5,Card,Completed,
T011659,U02306,2024-07-14,259.59,Course,Starter,2,10,Card,Completed,
T011660,U02307,2024-03-03,118.3,Accessories,Pro,2,10,Card,Refunded,2024-03-10
T011661,U02307,2024-03-06,270.29,Accessories,Analytics Add-on,2,15,Net Banking,Completed,
T011662,U02307,2024-04-03,252.2,Course,Enterprise,3,10,Card,Completed,
T011663,U02307,2024-05-05,96.15,Software,Analytics Add-on,3,0,PayPal,Completed,
T011664,U02307,2024-05-08,185.88,Subscription,Pro,1,10,Card,Completed,
T011665,U02307,2024-06-04,252.83,Accessories,Analytics Add-on,1,20,Card,Refunded,2024-06-11
T011666,U02307,2024-06-07,0.0,Course,Enterprise,1,15,Card,Failed,
T011667,U02307,2024-07-08,407.84,Course,Enterprise,3,5,PayPal,Completed,
T011668,U02307,2024-09-04,0.0,Software,Starter,1,15,UPI,Failed,
T011669,U02307,2024-09-04,301.08,Course,Starter,2,0,Net Banking,Completed,
T011670,U02307,2024-10-03,364.86,Software,Starter,1,10,UPI,Completed,
T011671,U02307,2024-10-02,0.0,Course,Starter,3,0,PayPal,Failed,
T011672,U02307,2024-11-01,20.75,Course,Pro,2,15,Card,Completed,
T011673,U02307,2024-11-02,35.49,Accessories,Starter,2,20,Net Banking,Completed,
T011674,U02307,2024-11-28,313.47,Accessories,Pro,3,20,Card,Completed,
T011675,U02307,2024-12-31,289.23,Accessories,Pro,1,20,UPI,Completed,
T011676,U02308,2024-10-11,0.0,Software,Starter,3,10,UPI,Failed,
T011677,U02308,2024-10-11,436.31,Subscription,Starter,1,5,Net Banking,Completed,
T011678,U02310,2024-11-18,216.95,Software,Enterprise,1,15,Card,Completed,
T011679,U02310,2024-12-21,269.15,Course,Analytics Add-on,3,0,PayPal,Completed,
T011680,U02310,2024-12-18,95.36,Subscription,Analytics Add-on,2,20,Card,Completed,
T011681,U02310,2025-01-17,26.57,Accessories,Analytics Add-on,2,20,Net Banking,Completed,
T011682,U02310,2025-03-18,396.01,Software,Starter,3,0,PayPal,Refunded,2025-03-23
T011683,U02310,2025-04-16,359.35,Subscription,Enterprise,1,5,Card,Refunded,2025-04-20
T011684,U02310,2025-06-17,369.82,Subscription,Analytics Add-on,3,5,PayPal,Completed,
T011685,U02310,2025-06-16,51.82,Software,Enterprise,3,20,Net Banking,Completed,
T011686,U02310,2025-07-20,183.11,Software,Pro,3,0,Card,Completed,
T011687,U02310,2025-07-20,103.69,Course,Enterprise,1,10,Net Banking,Completed,
T011688,U02310,2025-08-14,172.78,Course,Starter,3,5,PayPal,Completed,
T011689,U02311,2024-12-23,325.78,Software,Analytics Add-on,3,5,Card,Completed,
T011690,U02311,2024-12-25,167.91,Course,Analytics Add-on,3,5,UPI,Completed,
T011691,U02312,2024-06-19,0.0,Subscription,Enterprise,2,10,UPI,Failed,
T011692,U02312,2024-06-21,0.0,Subscription,Starter,1,5,UPI,Failed,
T011693,U02312,2024-07-21,33.61,Course,Pro,1,15,Card,Completed,
T011694,U02312,2024-07-21,192.41,Software,Starter,1,20,PayPal,Completed,
T011695,U02313,2024-11-12,489.55,Accessories,Starter,1,20,Card,Completed,
T011696,U02313,2024-11-12,360.9,Software,Pro,1,15,Card,Completed,
T011697,U02314,2024-05-07,479.29,Course,Pro,1,20,PayPal,Completed,
T011698,U02315,2024-08-08,358.07,Course,Analytics Add-on,3,20,UPI,Completed,
T011699,U02315,2024-11-05,395.56,Software,Analytics Add-on,1,20,UPI,Completed,
T011700,U02315,2025-01-02,291.12,Course,Starter,1,20,Net Banking,Completed,
T011701,U02315,2025-02-03,154.4,Course,Pro,2,20,PayPal,Completed,
T011702,U02315,2025-02-05,310.47,Subscription,Pro,1,15,UPI,Completed,
T011703,U02315,2025-03-07,140.6,Software,Starter,2,5,UPI,Completed,
T011704,U02315,2025-04-04,469.5,Software,Enterprise,1,5,Net Banking,Completed,
T011705,U02315,2025-05-01,393.77,Software,Starter,3,0,UPI,Completed,
T011706,U02315,2025-05-02,493.5,Software,Pro,1,20,Card,Refunded,2025-05-08
T011707,U02315,2025-06-07,483.54,Software,Pro,2,5,Net Banking,Completed,
T011708,U02317,2024-07-13,470.77,Course,Pro,2,15,Net Banking,Completed,
T011709,U02317,2024-07-14,108.41,Course,Enterprise,1,10,Net Banking,Completed,
T011710,U02317,2024-08-14,64.87,Software,Analytics Add-on,1,15,Net Banking,Completed,
T011711,U02317,2024-10-11,0.0,Course,Starter,1,20,Card,Failed,
T011712,U02317,2024-11-07,37.66,Accessories,Enterprise,1,10,Net Banking,Completed,
T011713,U02317,2024-11-09,117.98,Course,Starter,2,15,UPI,Completed,
T011714,U02317,2024-12-06,406.09,Accessories,Starter,3,20,Card,Completed,
T011715,U02317,2025-01-08,446.7,Course,Pro,3,10,PayPal,Completed,
T011716,U02317,2025-02-07,36.33,Accessories,Pro,1,0,PayPal,Refunded,2025-02-13
T011717,U02317,2025-02-09,456.53,Course,Starter,2,20,Net Banking,Completed,
T011718,U02318,2024-03-13,90.45,Software,Pro,3,0,Card,Completed,
T011719,U02318,2024-04-17,114.63,Course,Analytics Add-on,3,15,Net Banking,Completed,
T011720,U02318,2024-05-16,461.49,Accessories,Enterprise,2,10,Card,Completed,
T011721,U02318,2024-05-13,0.0,Course,Pro,1,0,UPI,Failed,
T011722,U02318,2024-06-15,237.41,Course,Analytics Add-on,2,15,PayPal,Completed,
T011723,U02318,2024-06-14,87.42,Subscription,Enterprise,3,0,Net Banking,Refunded,2024-06-20
T011724,,2024-07-14,288.13,Accessories,Analytics Add-on,2,15,PayPal,Completed,
T011725,U02318,2024-07-14,0.0,Course,Analytics Add-on,2,0,Net Banking,Failed,
T011726,U02319,2024-07-15,118.02,Software,Analytics Add-on,1,10,UPI,Completed,
T011727,,2024-07-15,92.56,Software,Analytics Add-on,3,10,Net Banking,Completed,
T011728,U02320,2024-06-20,409.37,Software,Pro,3,15,UPI,Completed,
T011729,U02320,2024-07-17,132.71,Software,Analytics Add-on,2,0,UPI,Completed,
T011730,U02320,2024-08-16,429.17,Subscription,Analytics Add-on,2,15,PayPal,Refunded,2024-08-22
T011731,U02320,2024-08-17,155.13,Subscription,Analytics Add-on,1,20,PayPal,Completed,
T011732,U02320,2024-09-17,467.54,Accessories,Starter,1,15,UPI,Completed,
T011733,U02320,2024-10-19,111.68,Subscription,Analytics Add-on,1,20,Net Banking,Completed,
T011734,U02321,2024-10-12,0.0,Course,Starter,3,10,Card,Failed,
T011735,U02321,2025-01-07,349.52,Course,Starter,3,10,Net Banking,Completed,
T011736,U02321,2025-02-09,74.71,Course,Pro,2,5,Net Banking,Completed,
T011737,U02321,2025-03-07,152.05,Accessories,Pro,3,10,Card,Completed,
T011738,U02321,2025-03-10,370.42,Subscription,Starter,2,0,UPI,Completed,
T011739,U02321,2025-04-08,469.25,Software,Enterprise,3,20,PayPal,Completed,
T011740,U02321,2025-04-08,314.42,Subscription,Analytics Add-on,1,15,Card,Completed,
T011741,U02321,2025-05-09,158.6,Accessories,Analytics Add-on,2,15,UPI,Completed,
T011742,U02321,2025-06-08,184.52,Software,Enterprise,1,20,Card,Completed,
T011743,U02322,2024-04-24,235.41,Subscription,Starter,2,15,UPI,Refunded,2024-05-01
T011744,U02322,2024-04-27,48.72,Course,Analytics Add-on,1,10,Net Banking,Completed,
T011745,U02322,2024-05-26,356.79,Software,Analytics Add-on,2,15,Net Banking,Completed,
T011746,U02322,2024-06-22,253.85,Accessories,Enterprise,3,0,Card,Completed,
T011747,U02322,2024-06-24,290.14,Accessories,Analytics Add-on,1,10,PayPal,Completed,
T011748,U02322,2024-07-26,215.51,Software,Pro,3,20,UPI,Completed,
T011749,U02322,2024-07-25,308.5,Subscription,Starter,3,5,PayPal,Completed,
T011750,U02322,2024-08-23,485.37,Software,Pro,2,0,Card,Refunded,2024-08-29
T011751,U02322,2024-08-25,0.0,Accessories,Enterprise,3,0,PayPal,Failed,
T011752,U02322,2024-10-27,95.57,Accessories,Enterprise,1,20,Card,Completed,
T011753,U02322,2024-10-26,218.04,Subscription,Enterprise,1,20,Card,Completed,
T011754,U02323,2024-05-17,252.21,Subscription,Enterprise,2,10,Card,Completed,
T011755,U02323,2024-05-18,391.48,Accessories,Pro,2,0,Net Banking,Completed,
T011756,U02323,2024-06-16,21.68,Software,Enterprise,3,10,Net Banking,Completed,
T011757,U02323,2024-07-13,320.19,Subscription,Starter,2,20,Net Banking,Completed,
T011758,U02323,2024-09-10,132.81,Subscription,Pro,3,20,Card,Completed,
T011759,U02324,2024-03-03,156.82,Software,Analytics Add-on,3,0,PayPal,Completed,
T011760,U02324,2024-03-01,0.0,Accessories,Starter,1,5,PayPal,Failed,
T011761,U02324,2024-04-01,305.56,Accessories,Enterprise,1,10,UPI,Completed,
T011762,U02324,2024-05-26,491.53,Accessories,Pro,2,20,Net Banking,Completed,
T011763,U02324,2024-05-27,348.37,Software,Pro,3,10,PayPal,Completed,
T011764,U02326,2024-09-07,331.26,Subscription,Analytics Add-on,2,10,Net Banking,Completed,
T011765,U02326,2024-09-05,119.64,Subscription,Enterprise,3,20,Net Banking,Completed,
T011766,U02326,2024-10-07,357.46,Subscription,Analytics Add-on,3,5,Net Banking,Completed,
T011767,U02326,2024-11-03,226.32,Accessories,Analytics Add-on,2,0,UPI,Completed,
T011768,U02326,2024-11-02,79.17,Subscription,Analytics Add-on,3,5,UPI,Completed,
T011769,U02326,2024-11-30,175.29,Accessories,Enterprise,1,5,UPI,Refunded,2024-12-07
T011770,U02326,2025-01-02,274.87,Software,Analytics Add-on,3,10,PayPal,Refunded,2025-01-07
T011771,U02326,2024-12-31,103.26,Subscription,Enterprise,2,10,UPI,Completed,
T011772,U02326,2025-02-04,0.0,Subscription,Pro,1,0,Card,Failed,
T011773,U02326,2025-02-05,229.01,Course,Enterprise,2,5,Card,Completed,
T011774,U02326,2025-03-03,115.62,Accessories,Analytics Add-on,3,5,UPI,Completed,
T011775,U02327,2024-07-23,0.0,Subscription,Analytics Add-on,3,0,Net Banking,Failed,
T011776,U02327,2024-07-22,65.2,Software,Enterprise,2,0,Card,Completed,
T011777,U02327,2024-08-17,343.29,Software,Enterprise,2,0,UPI,Completed,
T011778,U02327,2024-09-18,175.05,Accessories,Analytics Add-on,2,15,UPI,Completed,
T011779,U02328,2024-08-10,259.98,Subscription,Pro,3,20,UPI,Refunded,2024-08-16
T011780,U02328,2024-08-11,101.38,Subscription,Enterprise,3,0,Net Banking,Completed,
T011781,U02329,2024-09-03,305.22,Subscription,Enterprise,3,15,UPI,Completed,
T011782,U02329,2024-09-03,339.55,Course,Enterprise,2,20,UPI,Completed,
T011783,U02329,2024-11-03,389.41,Accessories,Starter,2,5,Net Banking,Completed,
T011784,U02329,2024-11-01,127.87,Subscription,Pro,2,20,Card,Completed,
T011785,U02329,2024-11-29,268.45,Subscription,Starter,2,20,PayPal,Completed,
T011786,U02329,2024-12-01,165.76,Accessories,Enterprise,1,20,PayPal,Completed,
T011787,U02330,2024-02-18,265.21,Course,Analytics Add-on,2,15,PayPal,Completed,
T011788,U02330,2024-02-17,201.88,Subscription,Starter,2,10,Net Banking,Refunded,2024-02-22
T011789,U02330,2024-03-16,127.22,Course,Starter,1,0,Card,Completed,
T011790,U02330,2024-03-14,328.85,Accessories,Pro,3,20,UPI,Completed,
T011791,U02330,2024-04-15,371.17,Accessories,Analytics Add-on,2,15,Card,Completed,
T011792,U02330,2024-04-16,63.82,Subscription,Starter,1,15,PayPal,Completed,
T011793,U02330,2024-05-15,260.81,Software,Enterprise,1,10,Net Banking,Completed,
T011794,U02330,2024-05-15,445.25,Accessories,Pro,3,5,Card,Completed,
T011795,U02330,2024-07-10,351.34,Subscription,Analytics Add-on,1,5,PayPal,Completed,
T011796,U02330,2024-08-10,441.66,Software,Pro,1,5,PayPal,Completed,
T011797,U02330,2024-08-09,155.19,Course,Enterprise,1,20,PayPal,Completed,
T011798,U02330,2024-09-12,0.0,Software,Pro,3,10,PayPal,Failed,
T011799,U02330,2024-10-11,388.86,Software,Starter,2,0,UPI,Refunded,2024-10-18
T011800,U02330,2024-10-14,462.37,Course,Pro,3,5,PayPal,Completed,
T011801,U02330,2024-11-09,386.97,Software,Enterprise,3,5,Card,Completed,
T011802,U02330,2024-12-06,38.75,Accessories,Analytics Add-on,2,0,PayPal,Completed,
T011803,U02330,2025-01-08,234.61,Subscription,Pro,3,5,Net Banking,Completed,
T011804,U02331,2024-03-15,419.0,Software,Pro,2,10,Net Banking,Completed,
T011805,U02331,2024-03-13,27.36,Subscription,Analytics Add-on,3,15,Card,Completed,
T011806,U02331,2024-06-11,467.21,Accessories,Analytics Add-on,2,10,Card,Completed,
T011807,U02331,2024-06-11,344.16,Software,Enterprise,3,15,UPI,Refunded,2024-06-17
T011808,U02332,2024-02-27,77.63,Software,Analytics Add-on,1,20,Net Banking,Completed,
T011809,U02332,2024-04-01,195.09,Accessories,Enterprise,2,10,Net Banking,Completed,
T011810,U02332,2024-04-03,478.06,Accessories,Enterprise,2,5,PayPal,Completed,
T011811,U02332,2024-04-29,245.14,Course,Analytics Add-on,2,20,UPI,Completed,
T011812,U02332,2024-05-29,180.63,Software,Starter,3,10,Net Banking,Completed,
T011813,U02332,2024-07-28,92.39,Software,Enterprise,2,5,PayPal,Completed,
T011814,U02332,2024-08-30,348.08,Course,Pro,1,20,Net Banking,Completed,
T011815,U02332,2024-09-29,317.35,Subscription,Analytics Add-on,1,5,UPI,Completed,
T011816,U02332,2024-09-26,230.19,Subscription,Analytics Add-on,2,0,PayPal,Completed,
T011817,U02332,2024-11-27,0.0,Subscription,Analytics Add-on,1,5,PayPal,Failed,
T011818,U02332,2025-01-27,137.15,Software,Analytics Add-on,3,20,PayPal,Completed,
T011819,U02332,2025-01-26,372.68,Software,Starter,3,15,UPI,Completed,
T011820,U02334,2024-12-25,141.61,Subscription,Pro,2,5,Net Banking,Completed,
T011821,U02334,2024-12-27,313.32,Course,Pro,2,0,PayPal,Refunded,2024-12-31
T011822,U02334,2025-02-24,147.94,Accessories,Pro,1,20,Net Banking,Completed,
T011823,U02334,2025-02-26,98.94,Software,Pro,2,20,Net Banking,Completed,
T011824,U02334,2025-05-22,59.09,Subscription,Starter,1,0,Card,Completed,
T011825,U02334,2025-05-21,478.67,Course,Enterprise,2,15,Net Banking,Completed,
T011826,U02335,2024-12-14,241.89,Accessories,Enterprise,2,0,Net Banking,Completed,
T011827,U02335,2024-12-13,356.9,Course,Enterprise,1,20,Net Banking,Completed,
T011828,U02335,2025-01-11,490.87,Accessories,Starter,3,10,Net Banking,Completed,
T011829,U02335,2025-02-10,0.0,Course,Pro,1,20,Net Banking,Failed,
T011830,U02337,2024-06-27,433.02,Software,Analytics Add-on,3,10,Net Banking,Completed,
T011831,U02338,2024-08-19,393.06,Accessories,Enterprise,1,10,PayPal,Completed,
T011832,U02339,2024-09-14,264.93,Software,Enterprise,2,10,PayPal,Completed,
T011833,U02339,2024-09-12,242.23,Accessories,Pro,1,20,Card,Completed,
T011834,U02339,2024-10-19,241.56,Subscription,Starter,2,0,UPI,Completed,
T011835,U02339,2024-10-16,0.0,Subscription,Enterprise,1,10,UPI,Failed,
T011836,U02339,2024-11-11,108.77,Software,Enterprise,3,5,UPI,Completed,
T011837,U02339,2024-11-11,407.19,Software,Analytics Add-on,2,15,UPI,Completed,
T011838,U02340,2024-04-30,268.81,Software,Pro,3,5,Net Banking,Completed,
T011839,U02340,2024-05-30,207.99,Accessories,Pro,3,10,PayPal,Completed,
T011840,,2024-09-05,396.2,Accessories,Pro,1,5,UPI,Completed,
T011841,U02341,2024-09-08,127.84,Subscription,Starter,3,20,PayPal,Completed,
T011842,U02342,2024-01-28,461.68,Course,Pro,2,20,UPI,Completed,
T011843,U02342,2024-01-27,405.71,Course,Pro,1,20,Net Banking,Completed,
T011844,U02343,2024-10-09,54.36,Software,Pro,2,15,PayPal,Completed,
T011845,U02343,2024-10-09,139.07,Accessories,Starter,3,0,Net Banking,Refunded,2024-10-16
T011846,U02344,2024-01-19,361.92,Subscription,Analytics Add-on,2,15,Net Banking,Completed,
T011847,U02344,2024-01-19,0.0,Subscription,Pro,1,0,Net Banking,Failed,
T011848,U02344,2024-03-22,487.42,Subscription,Starter,2,0,Card,Completed,
T011849,U02344,2024-03-23,489.09,Course,Enterprise,1,10,Net Banking,Completed,
T011850,U02344,2024-05-24,124.44,Subscription,Enterprise,1,15,PayPal,Completed,
T011851,U02344,2024-05-25,68.74,Subscription,Pro,2,20,Card,Completed,
T011852,U02344,2024-06-25,0.0,Accessories,Analytics Add-on,2,0,PayPal,Failed,
T011853,U02344,2024-06-23,211.39,Software,Enterprise,1,0,Net Banking,Completed,
T011854,U02345,2024-09-17,263.92,Accessories,Starter,2,15,UPI,Completed,
T011855,U02345,2024-10-19,213.25,Accessories,Enterprise,3,20,UPI,Completed,
T011856,U02345,2024-11-19,0.0,Software,Pro,3,15,UPI,Failed,
T011857,U02345,2024-11-19,408.89,Software,Analytics Add-on,3,20,Net Banking,Completed,
T011858,U02345,2024-12-15,347.76,Course,Analytics Add-on,1,15,Net Banking,Completed,
T011859,U02345,2025-01-16,126.22,Course,Analytics Add-on,3,5,UPI,Completed,
T011860,U02345,2025-01-13,195.08,Subscription,Analytics Add-on,3,0,PayPal,Completed,
T011861,U02345,2025-02-15,387.07,Course,Starter,1,0,UPI,Completed,
T011862,U02345,2025-02-16,395.97,Subscription,Enterprise,3,0,PayPal,Completed,
T011863,U02345,2025-03-16,368.2,Software,Pro,2,10,PayPal,Refunded,2025-03-23
T011864,U02346,2024-05-13,195.95,Course,Analytics Add-on,3,10,Card,Completed,
T011865,U02346,2024-05-13,33.21,Course,Analytics Add-on,3,15,PayPal,Completed,
T011866,U02346,2024-07-13,353.24,Software,Enterprise,1,20,PayPal,Completed,
T011867,U02346,2024-09-15,347.66,Accessories,Pro,2,10,PayPal,Completed,
T011868,U02346,2024-09-14,404.11,Subscription,Starter,3,5,UPI,Refunded,2024-09-19
T011869,U02346,2024-10-12,408.78,Software,Pro,1,20,UPI,Completed,
T011870,U02346,2024-10-09,375.57,Software,Analytics Add-on,3,10,PayPal,Completed,
T011871,U02346,2024-11-06,416.67,Software,Starter,1,20,Card,Completed,
T011872,U02346,2024-11-08,476.32,Software,Analytics Add-on,3,0,PayPal,Completed,
T011873,U02346,2024-12-06,116.45,Subscription,Enterprise,2,10,UPI,Completed,
T011874,U02346,2024-12-09,107.14,Subscription,Enterprise,1,10,Net Banking,Completed,
T011875,U02346,2025-01-07,391.21,Subscription,Analytics Add-on,1,0,UPI,Completed,
T011876,U02346,2025-04-11,47.46,Software,Analytics Add-on,1,0,PayPal,Completed,
T011877,U02346,2025-04-08,344.42,Software,Enterprise,2,10,UPI,Completed,
T011878,U02347,2025-01-21,84.63,Subscription,Pro,3,10,Card,Completed,
T011879,U02347,2025-01-21,487.41,Subscription,Analytics Add-on,3,5,PayPal,Completed,
T011880,U02347,2025-02-20,178.31,Course,Starter,1,0,PayPal,Completed,
T011881,U02347,2025-03-23,412.55,Subscription,Starter,2,0,PayPal,Completed,
T011882,U02347,2025-05-19,84.76,Software,Starter,3,10,Net Banking,Completed,
T011883,U02347,2025-05-18,80.12,Software,Analytics Add-on,1,15,UPI,Completed,
T011884,U02348,2024-11-29,205.35,Subscription,Starter,3,20,UPI,Completed,
T011885,U02349,2024-10-07,320.79,Course,Pro,3,20,UPI,Completed,
T011886,U02349,2024-10-08,312.08,Software,Analytics Add-on,2,10,Net Banking,Completed,
T011887,U02349,2024-11-02,43.86,Subscription,Analytics Add-on,3,15,Card,Completed,
T011888,U02349,2024-11-03,413.37,Accessories,Enterprise,3,0,UPI,Refunded,2024-11-08
T011889,U02349,2024-12-04,346.58,Course,Pro,3,20,PayPal,Completed,
T011890,U02349,2024-12-04,443.61,Software,Starter,3,5,Net Banking,Completed,
T011891,U02349,2025-01-05,69.3,Course,Starter,1,5,Net Banking,Refunded,2025-01-09
T011892,U02351,2024-09-03,185.28,Software,Pro,1,10,Net Banking,Completed,
T011893,U02351,2024-09-04,193.21,Subscription,Pro,2,20,Net Banking,Refunded,2024-09-10
T011894,U02351,2024-10-05,375.54,Subscription,Starter,2,15,Net Banking,Completed,
T011895,U02352,2024-01-23,275.42,Course,Starter,1,20,PayPal,Completed,
T011896,U02352,2024-02-20,430.76,Subscription,Enterprise,3,20,Net Banking,Completed,
T011897,U02352,2024-02-23,364.38,Accessories,Enterprise,2,20,Card,Completed,
T011898,U02353,2024-05-24,0.0,Subscription,Starter,2,5,UPI,Failed,
T011899,U02353,2024-05-21,485.17,Accessories,Enterprise,3,5,Net Banking,Completed,
T011900,U02353,2024-06-21,205.04,Software,Starter,2,0,UPI,Completed,
T011901,U02353,2024-06-22,401.73,Accessories,Enterprise,1,10,Card,Completed,
T011902,U02353,2024-09-19,83.38,Subscription,Pro,2,5,Net Banking,Completed,
T011903,U02353,2024-10-17,231.6,Subscription,Enterprise,1,5,PayPal,Completed,
T011904,U02354,2024-09-26,272.46,Software,Enterprise,2,0,PayPal,Refunded,2024-10-01
T011905,U02354,2024-09-26,0.0,Subscription,Starter,2,10,Card,Failed,
T011906,U02354,2024-10-27,355.23,Subscription,Analytics Add-on,1,0,UPI,Completed,
T011907,U02354,2024-11-29,213.11,Subscription,Starter,3,20,PayPal,Completed,
T011908,U02354,2024-11-26,63.85,Subscription,Pro,3,20,UPI,Completed,
T011909,U02354,2024-12-25,35.66,Course,Analytics Add-on,3,0,Card,Completed,
T011910,U02354,2024-12-26,373.61,Subscription,Pro,2,20,Card,Completed,
T011911,U02354,2025-01-22,222.63,Subscription,Pro,3,15,Net Banking,Completed,
T011912,U02354,2025-02-23,123.96,Course,Pro,2,15,Card,Completed,
T011913,U02354,2025-02-21,197.87,Accessories,Analytics Add-on,2,5,Net Banking,Completed,
T011914,U02354,2025-03-27,36.53,Accessories,Pro,2,5,Net Banking,Completed,
T011915,U02354,2025-03-27,153.19,Subscription,Enterprise,3,20,PayPal,Completed,
T011916,U02355,2024-08-19,189.05,Course,Analytics Add-on,1,5,PayPal,Completed,
T011917,U02356,2024-05-28,386.14,Accessories,Enterprise,3,15,UPI,Completed,
T011918,U02357,2024-01-06,0.0,Accessories,Analytics Add-on,3,15,Card,Failed,
T011919,U02357,2024-01-06,147.37,Course,Analytics Add-on,2,0,Card,Completed,
T011920,U02357,2024-02-07,40.81,Software,Analytics Add-on,3,5,Card,Refunded,2024-02-11
T011921,U02357,2024-02-04,183.37,Subscription,Analytics Add-on,2,5,UPI,Completed,
T011922,U02357,2024-03-03,0.0,Subscription,Enterprise,3,0,PayPal,Failed,
T011923,U02358,2024-01-28,97.85,Accessories,Starter,3,5,PayPal,Completed,
T011924,U02359,2024-03-07,250.01,Subscription,Pro,2,5,Net Banking,Completed,
T011925,U02359,2024-04-08,80.78,Software,Enterprise,1,5,UPI,Completed,
T011926,U02360,2024-06-30,266.24,Course,Pro,1,15,Card,Completed,
T011927,U02360,2024-06-30,283.98,Accessories,Enterprise,1,5,PayPal,Refunded,2024-07-04
