user_id,signup_date,acquisition_channel,campaign,country,city,device,subscription_plan,gender,age_group
U01209,2024-02-25,Black Friday,CMP115,Germany,Berlin,Mobile,Basic,Female,18-24
U01210,2024-07-02,Google Ads,CMP104,Australia,Sydney,Desktop,Free,Male,45-54
U01211,2024-08-03,Facebook,CMP102,Australia,Sydney,Tablet,Free,Female,35-44
U01212,2024-03-01,LinkedIn,CMP118,Germany,Munich,Tablet,Premium,Male,35-44
U01213,2024-07-23,Black Friday,CMP113,Canada,Toronto,Mobile,Free,Male,25-34
U01214,2024-03-20,Referral,CMP101,UK,London,Mobile,Premium,Female,45-54
U01215,2024-11-01,Organic,CMP114,Australia,Melbourne,Desktop,Basic,Female,18-24
U01216,2024-08-07,Referral,CMP105,USA,Seattle,Tablet,Free,Male,35-44
U01217,2024-02-28,Black Friday,CMP108,UK,Manchester,Mobile,Basic,Male,25-34
U01218,2024-04-06,Black Friday,CMP105,Canada,Toronto,Mobile,Free,Female,18-24
U01219,2024-05-20,Google Ads,CMP114,USA,New York,Tablet,Free,Male,18-24
U01220,2024-07-13,Referral,CMP110,Germany,Berlin,Mobile,Basic,Female,45-54
U01221,2024-02-01,LinkedIn,CMP102,Canada,Vancouver,Mobile,Basic,Female,35-44
U01222,2024-06-28,LinkedIn,CMP108,Australia,Melbourne,Mobile,Free,Male,18-24
U01223,2024-01-27,Black Friday,CMP111,Australia,Sydney,Desktop,Basic,Female,18-24
U01224,2024-08-08,Facebook,CMP116,USA,Austin,Desktop,Basic,Male,18-24
U01225,2024-12-08,Black Friday,CMP118,India,Chennai,Desktop,Basic,Female,35-44
U01226,2024-05-01,Facebook,CMP107,Australia,Melbourne,Mobile,Free,Male,18-24
U01227,2024-01-22,Black Friday,CMP107,Canada,Toronto,Tablet,Basic,Male,18-24
U01228,2024-10-06,Facebook,CMP110,Canada,Vancouver,Mobile,Premium,Male,18-24
U01229,2024-03-06,LinkedIn,CMP118,USA,Seattle,Desktop,Premium,Female,35-44
U01230,2024-08-17,Black Friday,CMP104,Australia,Melbourne,Mobile,Basic,Female,18-24
U01231,2024-03-26,Facebook,CMP105,Canada,Vancouver,Mobile,Premium,Male,25-34
U01232,2024-07-22,Black Friday,CMP118,Germany,Berlin,Mobile,Basic,Female,45-54
U01233,2024-07-24,Facebook,CMP107,Canada,Toronto,Mobile,Free,Male,18-24
U01234,2024-09-19,Referral,CMP117,Germany,Munich,Desktop,Free,Female,35-44
U01235,2024-10-09,Google Ads,CMP108,India,Chennai,Tablet,Free,Female,18-24
U01236,2024-11-23,Facebook,CMP105,USA,Austin,Mobile,Premium,Male,25-34
U01237,2024-09-30,Organic,CMP112,India,Bengaluru,Tablet,Basic,Female,18-24
U01238,2024-12-27,Facebook,CMP105,Canada,Vancouver,Tablet,Basic,Female,18-24
U01239,2024-11-16,Facebook,CMP108,India,Bengaluru,Desktop,Free,Female,18-24
U01240,2024-10-02,Referral,CMP104,Australia,Melbourne,Tablet,Basic,Male,45-54
U01241,2024-04-22,Facebook,CMP107,UK,Manchester,Mobile,Basic,Male,45-54
U01242,2024-07-07,LinkedIn,CMP103,USA,Austin,Mobile,Basic,Male,25-34
U01243,2024-04-06,LinkedIn,CMP106,Canada,Vancouver,Mobile,Basic,Male,25-34
U01244,2024-07-20,Referral,CMP107,Australia,Sydney,Mobile,Free,Female,25-34
U01245,2024-08-20,LinkedIn,CMP104,Australia,Sydney,Tablet,Free,Male,45-54
U01246,2024-07-15,Organic,CMP101,India,Bengaluru,Mobile,Free,Male,18-24
U01247,2024-05-17,Black Friday,CMP120,USA,New York,Mobile,Free,Female,18-24
U01248,2024-04-13,LinkedIn,CMP119,USA,Austin,Mobile,Basic,Female,45-54
U01249,2024-03-20,Organic,CMP118,USA,Seattle,Desktop,Premium,Male,18-24
U01250,2024-01-23,Referral,CMP110,India,Chennai,Tablet,Basic,Male,18-24
U01251,2024-04-24,Google Ads,CMP114,India,Coimbatore,Mobile,Basic,Female,25-34
U01252,2024-12-16,Black Friday,CMP104,Germany,Munich,Mobile,Free,Male,18-24
U01253,2024-05-24,Organic,CMP120,UK,Manchester,Mobile,Basic,Male,18-24
U01254,2024-11-05,Google Ads,CMP114,USA,Seattle,Desktop,Premium,Male,45-54
U01255,2024-03-17,Black Friday,CMP110,Australia,Melbourne,Desktop,Free,Female,45-54
U01256,2024-12-04,Facebook,CMP103,UK,London,Mobile,Premium,Male,35-44
U01257,2024-03-16,LinkedIn,CMP116,Germany,Berlin,Mobile,Premium,Female,35-44
U01258,2024-03-15,Facebook,CMP105,India,Chennai,Desktop,Basic,Female,45-54
U01259,2024-08-05,Black Friday,CMP114,Germany,Munich,Mobile,Premium,Male,45-54
U01260,2024-08-02,LinkedIn,CMP118,Canada,Vancouver,Tablet,Premium,Male,45-54
U01261,2024-02-12,Black Friday,CMP114,Canada,Toronto,Tablet,Free,Male,35-44
U01262,2024-01-02,Organic,CMP112,USA,Seattle,Desktop,Free,Male,18-24
U01263,2024-06-27,Google Ads,CMP110,UK,Manchester,Mobile,Premium,Female,25-34
U01264,2024-04-17,Organic,CMP105,USA,New York,Tablet,Premium,Male,45-54
U01265,2024-01-14,LinkedIn,CMP112,Australia,Sydney,Tablet,Free,Male,45-54
U01266,2024-10-31,Organic,CMP105,USA,Austin,Mobile,Free,Male,18-24
U01267,2024-01-07,LinkedIn,CMP105,Canada,Toronto,Desktop,Premium,Male,35-44
U01268,2024-08-28,Black Friday,CMP111,Germany,Munich,Tablet,Premium,Male,35-44
U01269,2024-02-26,Organic,CMP102,USA,Seattle,Mobile,Premium,Male,18-24
U01270,2024-07-21,Black Friday,CMP115,Germany,Munich,Tablet,Premium,Female,25-34
U01271,2024-08-04,Facebook,CMP103,USA,Seattle,Desktop,Free,Male,45-54
U01272,2024-11-12,Google Ads,CMP113,India,Chennai,Tablet,Premium,Male,45-54
U01273,2024-09-01,Black Friday,CMP113,UK,Manchester,Mobile,Free,Female,45-54
U01274,2024-04-09,Organic,CMP104,UK,London,Desktop,Premium,Female,18-24
U01275,2024-05-02,Google Ads,CMP118,UK,London,Mobile,Free,Male,35-44
U01276,2024-04-06,Google Ads,CMP102,Canada,Toronto,Desktop,Free,Male,45-54
U01277,2024-01-24,Facebook,CMP103,India,Coimbatore,Mobile,Basic,Female,45-54
U01278,2024-09-13,Facebook,CMP113,USA,Seattle,Desktop,Free,Male,35-44
U01279,2024-07-27,Referral,CMP104,Australia,Sydney,Mobile,Premium,Female,45-54
U01280,2024-10-27,Facebook,CMP106,India,Chennai,Tablet,Basic,Male,18-24
U01281,2024-04-28,Black Friday,CMP105,USA,Seattle,Mobile,Premium,Female,45-54
U01282,2024-03-08,Facebook,CMP112,UK,Manchester,Mobile,Premium,Female,25-34
U01283,2024-04-16,Referral,CMP103,Canada,Toronto,Tablet,Premium,Female,18-24
U01284,2024-01-08,Facebook,CMP118,USA,New York,Desktop,Free,Female,35-44
U01285,2024-03-27,Google Ads,CMP103,UK,Manchester,Tablet,Basic,Female,18-24
U01286,2024-02-06,Black Friday,CMP115,USA,Austin,Desktop,Basic,Female,25-34
U01287,2024-03-04,LinkedIn,CMP102,Canada,Vancouver,Desktop,Basic,Female,25-34
U01288,2024-08-13,Referral,CMP120,UK,Manchester,Desktop,Free,Female,45-54
U01289,2024-05-14,Organic,CMP120,Australia,Sydney,Tablet,Free,Male,25-34
U01290,2024-02-23,LinkedIn,CMP106,UK,Manchester,Mobile,Free,Female,45-54
U01291,2024-12-08,Facebook,CMP115,India,Coimbatore,Tablet,Premium,Female,18-24
U01292,2024-02-13,Black Friday,CMP104,USA,Austin,Desktop,Free,Female,35-44
U01293,2024-02-03,Facebook,CMP120,UK,Manchester,Mobile,Premium,Female,18-24
U01294,2024-05-22,Organic,CMP118,Germany,Berlin,Desktop,Free,Male,35-44
U01295,2024-10-17,Referral,CMP113,India,Chennai,Desktop,Basic,Female,25-34
U01296,2024-01-28,Organic,CMP114,USA,Austin,Desktop,Premium,Male,18-24
U01297,2024-03-13,Facebook,CMP113,India,Chennai,Desktop,Premium,Female,45-54
U01298,2024-09-25,Black Friday,CMP109,USA,New York,Mobile,Free,Female,35-44
U01299,2024-06-01,Google Ads,CMP112,USA,Austin,Desktop,Basic,Male,45-54
U01300,2024-06-30,Referral,CMP113,Australia,Sydney,Tablet,Premium,Male,18-24
U01301,2024-12-07,Referral,CMP105,Canada,Vancouver,Tablet,Premium,Female,18-24
U01302,2024-03-18,Google Ads,CMP116,Germany,Munich,Mobile,Premium,Female,35-44
U01303,2024-09-23,Organic,CMP115,Australia,Sydney,Tablet,Basic,Male,18-24
U01304,2024-04-21,Google Ads,CMP114,Australia,Sydney,Tablet,Basic,Male,35-44
U01305,2024-04-17,Black Friday,CMP119,USA,New York,Desktop,Basic,Male,35-44
U01306,2024-06-06,Organic,CMP116,Canada,Vancouver,Desktop,Basic,Female,35-44
U01307,2024-10-04,Referral,CMP111,Germany,Berlin,Mobile,Basic,Female,35-44
U01308,2024-03-31,Referral,CMP106,Canada,Vancouver,Desktop,Basic,Female,35-44
U01309,2024-12-25,Organic,CMP103,Canada,Toronto,Mobile,Premium,Male,45-54
U01310,2024-02-23,Black Friday,CMP120,Germany,Berlin,Tablet,Basic,Male,35-44
U01311,2024-08-03,Google Ads,CMP115,USA,Seattle,Desktop,Free,Male,45-54
U01312,2024-03-04,LinkedIn,CMP114,UK,Manchester,Mobile,Basic,Male,35-44
U01313,2024-05-17,Facebook,CMP110,Australia,Melbourne,Tablet,Free,Male,45-54
U01314,2024-01-17,Organic,CMP105,India,Coimbatore,Tablet,Premium,Female,35-44
U01315,2024-03-28,LinkedIn,CMP108,Canada,Vancouver,Mobile,Premium,Female,18-24
U01316,2024-10-22,Google Ads,CMP113,Germany,Berlin,Desktop,Basic,Male,45-54
U01317,2024-04-28,Black Friday,CMP105,India,Bengaluru,Mobile,Premium,Female,35-44
U01318,2024-10-10,Facebook,CMP107,USA,New York,Mobile,Free,Female,18-24
U01319,2024-11-17,Google Ads,CMP101,Canada,Toronto,Tablet,Basic,Male,25-34
U01320,2024-08-20,Black Friday,CMP112,Australia,Sydney,Mobile,Premium,Male,35-44
U01321,2024-04-09,Google Ads,CMP113,Canada,Vancouver,Tablet,Free,Female,18-24
U01322,2024-03-14,Organic,CMP119,Australia,Sydney,Mobile,Basic,Male,18-24
U01323,2024-03-13,Facebook,CMP106,UK,London,Mobile,Basic,Female,25-34
U01324,2024-07-19,LinkedIn,CMP101,India,Coimbatore,Mobile,Basic,Male,25-34
U01325,2024-12-17,LinkedIn,CMP111,Germany,Munich,Mobile,Free,Female,18-24
U01326,2024-04-01,Referral,CMP120,Australia,Sydney,Mobile,Basic,Female,45-54
U01327,2024-11-10,Referral,CMP101,Canada,Toronto,Tablet,Premium,Female,18-24
U01328,2024-04-08,Organic,CMP118,Canada,Toronto,Tablet,Premium,Male,25-34
U01329,2024-07-05,Google Ads,CMP101,India,Coimbatore,Mobile,Free,Male,25-34
U01330,2024-05-17,LinkedIn,CMP107,UK,London,Desktop,Premium,Female,45-54
U01331,2024-09-10,Referral,CMP113,Germany,Berlin,Desktop,Free,Male,35-44
U01332,2024-07-20,Referral,CMP119,India,Coimbatore,Mobile,Free,Female,45-54
U01333,2024-08-16,Referral,CMP109,Germany,Munich,Tablet,Free,Female,45-54
U01334,2024-04-12,Facebook,CMP112,Canada,Toronto,Desktop,Free,Male,35-44
U01335,2024-10-27,Facebook,CMP120,Germany,Munich,Desktop,Free,Male,25-34
U01336,2024-06-14,Google Ads,CMP112,Germany,Berlin,Mobile,Free,Female,35-44
U01337,2024-03-15,Organic,CMP101,UK,Manchester,Tablet,Free,Female,25-34
U01338,2024-08-26,Facebook,CMP108,Canada,Toronto,Desktop,Basic,Male,25-34
U01339,2024-02-22,Facebook,CMP120,Canada,Toronto,Tablet,Premium,Female,45-54
U01340,2024-06-11,Google Ads,CMP107,UK,London,Desktop,Basic,Male,35-44
U01341,2024-08-03,Organic,CMP115,India,Chennai,Tablet,Basic,Female,25-34
U01342,2024-10-22,Facebook,CMP101,India,Bengaluru,Tablet,Free,Female,35-44
U01343,2024-03-08,Organic,CMP118,Germany,Berlin,Desktop,Premium,Male,18-24
U01344,2024-08-28,LinkedIn,CMP110,India,Coimbatore,Desktop,Basic,Female,18-24
U01345,2024-10-11,LinkedIn,CMP120,UK,London,Desktop,Basic,Female,45-54
U01346,2024-11-24,Facebook,CMP120,India,Chennai,Mobile,Free,Male,18-24
U01347,2024-03-12,Facebook,CMP114,India,Chennai,Mobile,Free,Male,35-44
U01348,2024-10-02,Black Friday,CMP102,India,Coimbatore,Mobile,Free,Male,35-44
U01349,2024-02-08,Facebook,CMP120,UK,Manchester,Desktop,Premium,Male,25-34
U01350,2024-10-25,Organic,CMP105,Germany,Munich,Mobile,Premium,Female,45-54
U01351,2024-12-08,Referral,CMP117,India,Chennai,Tablet,Basic,Female,35-44
U01352,2024-06-13,LinkedIn,CMP108,Australia,Sydney,Desktop,Basic,Male,35-44
U01353,2024-10-12,Black Friday,CMP107,USA,Seattle,Mobile,Free,Female,18-24
U01354,2024-04-18,Black Friday,CMP107,India,Coimbatore,Desktop,Free,Female,18-24
U01355,2024-06-23,Referral,CMP117,USA,Seattle,Desktop,Basic,Female,25-34
U01356,2024-09-15,Google Ads,CMP108,India,Coimbatore,Desktop,Basic,Male,45-54
U01357,2024-04-06,Facebook,CMP114,India,Chennai,Tablet,Basic,Male,25-34
U01358,2024-08-24,Black Friday,CMP104,India,Chennai,Mobile,Basic,Male,35-44
U01359,2024-01-15,Black Friday,CMP117,Germany,Munich,Desktop,Basic,Male,18-24
U01360,2024-06-30,Google Ads,CMP105,Germany,Munich,Tablet,Basic,Female,18-24
U01361,2024-08-13,Facebook,CMP104,UK,London,Tablet,Basic,Female,25-34
U01362,2024-05-30,LinkedIn,CMP106,USA,Seattle,Desktop,Premium,Female,45-54
U01363,2024-02-25,Organic,CMP108,Australia,Sydney,Mobile,Free,Male,18-24
U01364,2024-10-21,Google Ads,CMP103,UK,London,Desktop,Free,Female,45-54
U01365,2024-07-20,Google Ads,CMP109,India,Coimbatore,Mobile,Free,Male,35-44
U01366,2024-11-22,Black Friday,CMP120,UK,Manchester,Tablet,Free,Male,25-34
U01367,2024-09-14,Referral,CMP116,Australia,Melbourne,Tablet,Free,Male,35-44
U01368,2024-12-14,Google Ads,CMP106,India,Coimbatore,Desktop,Free,Male,45-54
U01369,2024-08-07,Organic,CMP106,UK,Manchester,Mobile,Free,Male,35-44
U01370,2024-08-30,Organic,CMP116,Canada,Toronto,Desktop,Free,Male,18-24
U01371,2024-10-17,Facebook,CMP108,Australia,Sydney,Mobile,Free,Male,35-44
U01372,2024-06-20,LinkedIn,CMP112,Germany,Munich,Tablet,Basic,Female,35-44
U01373,2024-08-22,Facebook,CMP110,India,Bengaluru,Desktop,Premium,Female,18-24
U01374,2024-05-18,Referral,CMP101,Australia,Sydney,Desktop,Free,Male,35-44
U01375,2024-09-11,Google Ads,CMP119,India,Bengaluru,Tablet,Basic,Female,25-34
U01376,2024-02-15,LinkedIn,CMP104,USA,Austin,Tablet,Premium,Female,25-34
U01377,2024-05-15,Facebook,CMP111,Australia,Melbourne,Tablet,Basic,Female,35-44
U01378,2024-04-07,Referral,CMP117,India,Bengaluru,Desktop,Premium,Male,45-54
U01379,2024-08-20,Facebook,CMP110,Canada,Toronto,Mobile,Basic,Male,45-54
U01380,2024-12-14,Referral,CMP110,USA,Seattle,Tablet,Premium,Male,35-44
U01381,2024-09-06,Organic,CMP110,UK,London,Desktop,Free,Male,35-44
U01382,2024-10-30,Organic,CMP116,India,Coimbatore,Mobile,Basic,Female,18-24
U01383,2024-01-26,Google Ads,CMP112,UK,Manchester,Tablet,Premium,Male,18-24
U01384,2024-05-18,Black Friday,CMP107,USA,Austin,Tablet,Free,Female,25-34
U01385,2024-01-17,Facebook,CMP108,Germany,Munich,Desktop,Basic,Male,35-44
U01386,2024-06-03,Facebook,CMP106,Canada,Vancouver,Tablet,Basic,Male,25-34
U01387,2024-05-08,LinkedIn,CMP118,USA,New York,Desktop,Basic,Male,35-44
U01388,2024-10-17,LinkedIn,CMP118,Australia,Sydney,Desktop,Basic,Male,25-34
U01389,2024-09-26,Black Friday,CMP111,Germany,Munich,Desktop,Basic,Female,45-54
U01390,2024-08-03,LinkedIn,CMP101,Germany,Berlin,Desktop,Free,Male,35-44
U01391,2024-05-04,Referral,CMP112,Canada,Toronto,Tablet,Premium,Female,18-24
U01392,2024-07-20,LinkedIn,CMP101,USA,Austin,Tablet,Basic,Male,18-24
U01393,2024-01-29,Black Friday,CMP104,UK,Manchester,Tablet,Free,Female,45-54
U01394,2024-12-19,Organic,CMP104,UK,London,Tablet,Free,Male,45-54
U01395,2024-03-10,Black Friday,CMP105,USA,Austin,Tablet,Basic,Male,45-54
U01396,2024-11-15,Google Ads,CMP104,Australia,Sydney,Mobile,Free,Male,18-24
U01397,2024-05-06,Organic,CMP116,USA,New York,Tablet,Basic,Female,18-24
U01398,2024-03-03,LinkedIn,CMP116,UK,London,Mobile,Premium,Female,45-54
U01399,2024-12-02,Organic,CMP114,Canada,Toronto,Tablet,Free,Male,25-34
U01400,2024-12-02,Google Ads,CMP117,USA,Seattle,Tablet,Premium,Male,45-54
U01401,2024-09-02,Facebook,CMP104,UK,Manchester,Desktop,Premium,Female,45-54
U01402,2024-07-16,Organic,CMP115,Australia,Melbourne,Desktop,Free,Male,35-44
U01403,2024-08-22,Referral,CMP113,India,Chennai,Tablet,Basic,Male,45-54
U01404,2024-01-22,Google Ads,CMP115,UK,Manchester,Desktop,Free,Male,35-44
U01405,2024-09-13,Google Ads,CMP112,Canada,Vancouver,Tablet,Free,Male,25-34
U01406,2024-06-29,Black Friday,CMP119,Australia,Melbourne,Desktop,Premium,Male,35-44
U01407,2024-12-03,LinkedIn,CMP103,UK,Manchester,Desktop,Basic,Male,35-44
U01408,2024-03-07,Facebook,CMP119,Australia,Melbourne,Tablet,Premium,Female,18-24
U01409,2024-01-24,Black Friday,CMP106,India,Chennai,Mobile,Premium,Male,45-54
U01410,2024-12-13,Facebook,CMP108,Germany,Berlin,Mobile,Free,Female,45-54
U01411,2024-02-02,Referral,CMP109,India,Chennai,Mobile,Premium,Male,45-54
U01412,2024-07-10,Black Friday,CMP101,Canada,Toronto,Desktop,Free,Female,45-54
U01413,2024-03-09,Referral,CMP118,Australia,Sydney,Mobile,Basic,Female,45-54
U01414,2024-12-13,Google Ads,CMP107,UK,London,Desktop,Premium,Male,18-24
U01415,2024-10-25,Black Friday,CMP104,India,Chennai,Mobile,Free,Male,35-44
U01416,2024-07-27,Referral,CMP103,Canada,Vancouver,Mobile,Premium,Female,25-34
U01417,2024-04-16,LinkedIn,CMP117,Canada,Vancouver,Desktop,Premium,Male,18-24
U01418,2024-08-12,Black Friday,CMP113,Germany,Berlin,Tablet,Free,Male,35-44
U01419,2024-02-21,LinkedIn,CMP108,India,Chennai,Tablet,Premium,Female,18-24
U01420,2024-04-24,Facebook,CMP113,UK,Manchester,Mobile,Free,Female,18-24
U01421,2024-09-30,Google Ads,CMP117,Canada,Vancouver,Desktop,Premium,Male,18-24
U01422,2024-10-25,Facebook,CMP101,Germany,Berlin,Desktop,Basic,Female,25-34
U01423,2024-06-20,Google Ads,CMP107,India,Bengaluru,Tablet,Basic,Male,25-34
U01424,2024-09-09,Referral,CMP120,India,Bengaluru,Mobile,Basic,Male,45-54
U01425,2024-11-02,Referral,CMP103,Australia,Melbourne,Mobile,Basic,Male,18-24
U01426,2024-01-19,Referral,CMP108,Germany,Munich,Desktop,Basic,Female,25-34
U01427,2024-01-11,Organic,CMP107,India,Bengaluru,Tablet,Basic,Male,45-54
U01428,2024-01-27,LinkedIn,CMP105,Germany,Munich,Tablet,Basic,Male,18-24
U01429,2024-08-12,Referral,CMP112,India,Coimbatore,Mobile,Basic,Female,18-24
U01430,2024-05-01,Organic,CMP119,USA,New York,Mobile,Basic,Male,18-24
U01431,2024-05-07,Organic,CMP102,India,Chennai,Desktop,Free,Female,18-24
U01432,2024-06-09,Referral,CMP108,UK,Manchester,Mobile,Premium,Female,45-54
U01433,2024-12-02,Black Friday,CMP103,India,Chennai,Desktop,Premium,Male,45-54
U01434,2024-12-27,Facebook,CMP108,Australia,Melbourne,Tablet,Basic,Female,35-44
U01435,2024-11-30,Referral,CMP109,USA,Austin,Tablet,Premium,Male,18-24
U01436,2024-06-26,Black Friday,CMP120,Germany,Munich,Desktop,Free,Male,25-34
U01437,2024-09-23,Facebook,CMP118,USA,New York,Mobile,Basic,Male,18-24
U01438,2024-04-30,LinkedIn,CMP115,Australia,Sydney,Mobile,Basic,Male,35-44
U01439,2024-05-22,LinkedIn,CMP110,Canada,Toronto,Mobile,Basic,Female,45-54
U01440,2024-01-10,LinkedIn,CMP115,Germany,Berlin,Mobile,Free,Female,25-34
U01441,2024-12-03,Referral,CMP102,Germany,Munich,Mobile,Premium,Female,18-24
U01442,2024-11-07,Facebook,CMP119,UK,London,Mobile,Basic,Female,45-54
U01443,2024-01-30,Referral,CMP113,India,Bengaluru,Tablet,Basic,Female,45-54
U01444,2024-10-20,Referral,CMP117,Australia,Melbourne,Mobile,Basic,Female,25-34
U01445,2024-03-08,Facebook,CMP109,India,Chennai,Mobile,Premium,Female,35-44
U01446,2024-10-19,Organic,CMP120,Germany,Munich,Desktop,Basic,Female,18-24
U01447,2024-03-04,Referral,CMP111,UK,Manchester,Mobile,Basic,Female,18-24
U01448,2024-08-13,LinkedIn,CMP102,India,Coimbatore,Desktop,Premium,Male,45-54
U01449,2024-01-30,Organic,CMP109,Canada,Vancouver,Mobile,Basic,Male,35-44
U01450,2024-05-21,LinkedIn,CMP105,UK,London,Tablet,Free,Male,18-24
U01451,2024-04-29,Black Friday,CMP102,India,Chennai,Tablet,Premium,Female,35-44
U01452,2024-01-22,Black Friday,CMP108,Canada,Toronto,Tablet,Basic,Female,18-24
U01453,2024-12-13,Referral,CMP102,UK,London,Desktop,Free,Male,45-54
U01454,2024-02-27,Organic,CMP108,Canada,Toronto,Desktop,Premium,Female,45-54
U01455,2024-02-06,LinkedIn,CMP110,Australia,Sydney,Mobile,Basic,Female,35-44
U01456,2024-07-27,Facebook,CMP116,Australia,Melbourne,Tablet,Free,Male,35-44
U01457,2024-01-23,Google Ads,CMP119,UK,London,Mobile,Premium,Male,35-44
U01458,2024-09-18,Black Friday,CMP117,Australia,Melbourne,Mobile,Basic,Male,25-34
U01459,2024-07-14,Organic,CMP103,Australia,Sydney,Tablet,Premium,Female,18-24
U01460,2024-09-27,Referral,CMP116,India,Bengaluru,Tablet,Premium,Female,35-44
U01461,2024-05-17,Referral,CMP110,USA,New York,Desktop,Free,Female,25-34
U01462,2024-08-21,Black Friday,CMP104,UK,London,Desktop,Premium,Female,35-44
U01463,2024-02-10,Referral,CMP117,UK,London,Desktop,Premium,Female,25-34
U01464,2024-08-17,Google Ads,CMP119,Germany,Berlin,Tablet,Free,Female,25-34
U01465,2024-11-06,Facebook,CMP111,UK,Manchester,Mobile,Free,Female,45-54
U01466,2024-09-15,Referral,CMP116,USA,Seattle,Mobile,Free,Female,18-24
U01467,2024-03-26,LinkedIn,CMP109,India,Bengaluru,Tablet,Basic,Male,25-34
U01468,2024-01-18,Organic,CMP106,Germany,Berlin,Mobile,Premium,Female,45-54
U01469,2024-06-30,LinkedIn,CMP118,USA,New York,Tablet,Basic,Male,35-44
U01470,2024-06-21,Referral,CMP120,Canada,Toronto,Tablet,Free,Male,35-44
U01471,2024-08-17,Black Friday,CMP115,Germany,Munich,Desktop,Basic,Male,25-34
U01472,2024-10-28,Organic,CMP105,Canada,Toronto,Tablet,Premium,Female,45-54
U01473,2024-07-13,LinkedIn,CMP106,UK,Manchester,Mobile,Free,Female,45-54
U01474,2024-06-23,Referral,CMP117,India,Bengaluru,Tablet,Premium,Female,35-44
U01475,2024-06-14,Facebook,CMP106,Germany,Berlin,Mobile,Premium,Male,45-54
U01476,2024-09-22,Referral,CMP120,UK,Manchester,Mobile,Basic,Female,25-34
U01477,2024-03-01,Facebook,CMP116,UK,Manchester,Mobile,Free,Female,35-44
U01478,2024-11-06,Google Ads,CMP109,India,Chennai,Mobile,Free,Male,18-24
U01479,2024-11-02,Referral,CMP118,India,Chennai,Mobile,Basic,Male,35-44
U01480,2024-04-14,Referral,CMP114,UK,Manchester,Tablet,Free,Female,35-44
U01481,2024-02-26,Black Friday,CMP104,Australia,Melbourne,Desktop,Basic,Female,18-24
U01482,2024-03-11,Black Friday,CMP104,UK,Manchester,Mobile,Premium,Male,18-24
U01483,2024-06-16,Referral,CMP111,USA,Austin,Desktop,Premium,Male,35-44
U01484,2024-01-20,Organic,CMP117,Germany,Munich,Mobile,Premium,Male,18-24
U01485,2024-05-05,Referral,CMP113,USA,New York,Tablet,Free,Female,45-54
U01486,2024-03-18,Google Ads,CMP116,Germany,Munich,Mobile,Free,Male,25-34
U01487,2024-01-02,Organic,CMP116,Germany,Berlin,Tablet,Free,Male,45-54
U01488,2024-12-18,Referral,CMP113,UK,London,Tablet,Basic,Female,25-34
U01489,2024-06-02,Facebook,CMP116,USA,Austin,Tablet,Basic,Female,45-54
U01490,2024-05-31,Google Ads,CMP104,India,Coimbatore,Desktop,Basic,Female,25-34
U01491,2024-12-05,Organic,CMP106,Germany,Munich,Desktop,Premium,Male,35-44
U01492,2024-12-22,Black Friday,CMP105,Germany,Munich,Desktop,Premium,Female,25-34
U01493,2024-01-15,Facebook,CMP117,UK,London,Desktop,Free,Female,35-44
U01494,2024-12-11,LinkedIn,CMP113,UK,Manchester,Desktop,Basic,Female,18-24
U01495,2024-05-17,Black Friday,CMP108,Germany,Munich,Tablet,Free,Female,45-54
U01496,2024-07-28,Referral,CMP106,USA,Seattle,Mobile,Premium,Male,35-44
U01497,2024-03-07,Referral,CMP101,Canada,Toronto,Desktop,Free,Female,35-44
U01498,2024-10-10,Black Friday,CMP102,India,Bengaluru,Mobile,Basic,Male,25-34
U01499,2024-10-01,Black Friday,CMP108,Germany,Munich,Mobile,Basic,Female,45-54
U01500,2024-04-20,Black Friday,CMP108,Canada,Toronto,Mobile,Free,Male,45-54
U01501,2024-09-05,Google Ads,CMP110,India,Coimbatore,Mobile,Free,Male,18-24
U01502,2024-05-19,Organic,CMP113,Australia,Melbourne,Mobile,Premium,Female,18-24
U01503,2024-02-09,Referral,CMP114,India,Chennai,Mobile,Premium,Male,18-24
U01504,2024-10-28,Google Ads,CMP120,Germany,Munich,Desktop,Basic,Male,35-44
U01505,2024-05-20,Google Ads,CMP104,Germany,Munich,Tablet,Premium,Female,45-54
U01506,2024-05-29,Organic,CMP108,Germany,Munich,Tablet,Basic,Female,35-44
U01507,2024-12-25,Referral,CMP108,Canada,Vancouver,Mobile,Basic,Female,35-44
U01508,2024-10-06,Organic,CMP115,Australia,Sydney,Tablet,Free,Female,25-34
U01509,2024-08-16,LinkedIn,CMP119,UK,London,Tablet,Basic,Female,25-34
U01510,2024-11-18,Organic,CMP118,India,Chennai,Mobile,Basic,Male,18-24
U01511,2024-03-13,Referral,CMP116,Germany,Berlin,Mobile,Basic,Female,45-54
U01512,2024-06-08,Facebook,CMP105,Australia,Sydney,Desktop,Premium,Female,18-24
U01513,2024-05-17,Google Ads,CMP118,Australia,Melbourne,Tablet,Basic,Female,25-34
U01514,2024-06-13,Black Friday,CMP116,Germany,Berlin,Mobile,Basic,Male,45-54
U01515,2024-03-06,Google Ads,CMP117,India,Bengaluru,Mobile,Free,Male,45-54
U01516,2024-02-28,LinkedIn,CMP116,India,Chennai,Tablet,Premium,Female,25-34
U01517,2024-10-07,LinkedIn,CMP101,Germany,Munich,Mobile,Basic,Female,35-44
