subscription_id,user_id,start_date,renewal_date,end_date,monthly_fee,status
S01028,U01028,2024-03-31,2024-04-30,2024-06-29,0,Cancelled
S01029,U01029,2024-04-23,2024-05-23,2025-03-19,0,Cancelled
S01030,U01030,2024-04-29,2024-05-29,2024-05-29,50,Cancelled
S01031,U01031,2024-04-10,2024-05-10,2024-06-09,50,Cancelled
S01032,U01032,2024-10-09,2024-11-08,2025-01-07,50,Cancelled
S01033,U01033,2024-10-28,2024-11-27,2025-09-23,50,Cancelled
S01034,U01034,2024-04-08,2024-05-08,2024-09-05,50,Cancelled
S01035,U01035,2024-08-06,2024-09-05,,20,Active
S01036,U01036,2024-12-14,2025-01-13,2025-03-14,0,Cancelled
S01037,U01037,2024-05-22,2024-06-21,2024-12-18,20,Cancelled
S01038,U01038,2024-02-11,2024-03-12,2024-04-11,0,Cancelled
S01039,U01039,2024-06-17,2024-07-17,2024-09-15,20,Cancelled
S01040,U01040,2024-05-08,2024-06-07,2024-10-05,0,Cancelled
S01041,U01041,2024-02-07,2024-03-08,2024-04-07,20,Cancelled
S01042,U01042,2024-02-01,2024-03-02,2024-03-02,0,Cancelled
S01043,U01043,2024-01-29,2024-02-28,2024-09-25,50,Cancelled
S01044,U01044,2024-05-30,2024-06-29,2024-10-27,50,Cancelled
S01045,U01045,2024-07-15,2024-08-14,2025-03-12,50,Cancelled
S01046,U01046,2024-09-21,2024-10-21,2025-06-18,0,Cancelled
S01047,U01047,2024-10-20,2024-11-19,2025-03-19,20,Cancelled
S01048,U01048,2024-04-05,2024-05-05,2024-09-02,20,Cancelled
S01049,U01049,2024-06-08,2024-07-08,,20,Active
S01050,U01050,2024-07-07,2024-08-06,2024-08-06,0,Cancelled
S01051,U01051,2024-09-16,2024-10-16,2024-10-16,0,Cancelled
S01052,U01052,2024-06-23,2024-07-23,,20,Active
S01053,U01053,2024-11-11,2024-12-11,2025-10-07,20,Cancelled
S01054,U01054,2024-04-22,2024-05-22,,20,Active
S01055,U01055,2024-09-03,2024-10-03,,0,Active
S01056,U01056,2024-01-06,2024-02-05,2024-02-05,0,Cancelled
S01057,U01057,2024-04-09,2024-05-09,2024-05-09,0,Cancelled
S01058,U01058,2024-03-30,2024-04-29,2025-01-24,0,Cancelled
S01059,U01059,2024-01-12,2024-02-11,2024-03-12,0,Cancelled
S01060,U01060,2024-06-22,2024-07-22,2025-04-18,20,Cancelled
S01061,U01061,2024-12-30,2025-01-29,2025-01-29,0,Cancelled
S01062,U01062,2024-06-11,2024-07-11,,50,Active
S01063,U01063,2024-03-17,2024-04-16,2024-05-16,50,Cancelled
S01064,U01064,2024-02-11,2024-03-12,2024-03-12,50,Cancelled
S01065,U01065,2024-09-12,2024-10-12,2025-06-09,20,Cancelled
S01066,U01066,2024-08-30,2024-09-29,2024-11-28,0,Cancelled
S01067,U01067,2024-04-30,2024-05-30,2024-09-27,50,Cancelled
S01068,U01068,2024-05-10,2024-06-09,2024-06-09,20,Cancelled
S01069,U01069,2024-10-25,2024-11-24,2024-11-24,20,Cancelled
S01070,U01070,2024-08-09,2024-09-08,2025-05-06,20,Cancelled
S01071,U01071,2024-08-14,2024-09-13,2024-10-13,20,Cancelled
S01072,U01072,2024-04-26,2024-05-26,2024-11-22,50,Cancelled
S01073,U01073,2024-04-10,2024-05-10,,50,Active
S01074,U01074,2024-12-27,2025-01-26,2025-02-25,20,Cancelled
S01075,U01075,2024-07-25,2024-08-24,2024-10-23,50,Cancelled
S01076,U01076,2024-04-26,2024-05-26,2024-05-26,50,Cancelled
S01077,U01077,2024-06-23,2024-07-23,2024-09-21,20,Cancelled
S01078,U01078,2024-08-18,2024-09-17,2024-11-16,0,Cancelled
S01079,U01079,2024-09-12,2024-10-12,2024-11-11,20,Cancelled
S01080,U01080,2024-06-15,2024-07-15,2024-08-14,0,Cancelled
S01081,U01081,2024-07-14,2024-08-13,2025-04-10,0,Cancelled
S01082,U01082,2024-06-17,2024-07-17,2024-12-14,0,Cancelled
S01083,U01083,2024-12-18,2025-01-17,,0,Active
S01084,U01084,2024-04-15,2024-05-15,2024-09-12,0,Cancelled
S01085,U01085,2024-03-28,2024-04-27,,0,Active
S01086,U01086,2024-02-05,2024-03-06,,20,Active
S01087,U01087,2024-11-05,2024-12-05,2025-01-04,50,Cancelled
S01088,U01088,2024-04-13,2024-05-13,2024-06-12,50,Cancelled
S01089,U01089,2024-10-18,2024-11-17,2025-01-16,0,Cancelled
S01090,U01090,2024-06-26,2024-07-26,2024-07-26,0,Cancelled
S01091,U01091,2024-04-01,2024-05-01,2024-09-28,50,Cancelled
S01092,U01092,2024-07-20,2024-08-19,2024-11-17,50,Cancelled
S01093,U01093,2024-12-23,2025-01-22,2025-05-22,50,Cancelled
S01094,U01094,2024-02-09,2024-03-10,2024-04-09,0,Cancelled
S01095,U01095,2024-09-16,2024-10-16,2024-12-15,50,Cancelled
S01096,U01096,2024-06-24,2024-07-24,2024-10-22,0,Cancelled
S01097,U01097,2024-12-29,2025-01-28,,0,Active
S01098,U01098,2024-08-12,2024-09-11,2024-09-11,0,Cancelled
S01099,U01099,2024-05-30,2024-06-29,2024-07-29,50,Cancelled
S01100,U01100,2024-03-19,2024-04-18,2024-06-17,0,Cancelled
S01101,U01101,2024-12-22,2025-01-21,2025-04-21,50,Cancelled
S01102,U01102,2024-12-19,2025-01-18,2025-01-18,20,Cancelled
S01103,U01103,2024-07-10,2024-08-09,2024-12-07,0,Cancelled
S01104,U01104,2024-04-08,2024-05-08,2024-06-07,50,Cancelled
S01105,U01105,2024-01-23,2024-02-22,2024-06-21,50,Cancelled
S01106,U01106,2024-10-04,2024-11-03,,0,Active
S01107,U01107,2024-03-29,2024-04-28,2024-05-28,0,Cancelled
S01108,U01108,2024-02-03,2024-03-04,2024-05-03,0,Cancelled
S01109,U01109,2024-06-03,2024-07-03,2024-08-02,0,Cancelled
S01110,U01110,2024-12-13,2025-01-12,2025-01-12,50,Cancelled
S01111,U01111,2024-02-04,2024-03-05,2024-06-03,50,Cancelled
S01112,U01112,2024-04-29,2024-05-29,2024-06-28,50,Cancelled
S01113,U01113,2024-11-13,2024-12-13,2025-06-11,20,Cancelled
S01114,U01114,2024-07-11,2024-08-10,2024-09-09,50,Cancelled
S01115,U01115,2024-03-09,2024-04-08,2024-05-08,20,Cancelled
S01116,U01116,2024-06-18,2024-07-18,2024-11-15,0,Cancelled
S01117,U01117,2024-09-23,2024-10-23,2024-12-22,20,Cancelled
S01118,U01118,2024-01-27,2024-02-26,2024-11-22,0,Cancelled
S01119,U01119,2024-09-16,2024-10-16,2024-10-16,50,Cancelled
S01120,U01120,2024-08-05,2024-09-04,,50,Active
S01121,U01121,2024-05-19,2024-06-18,2024-06-18,0,Cancelled
S01122,U01122,2024-08-04,2024-09-03,2025-04-01,0,Cancelled
S01123,U01123,2024-02-12,2024-03-13,2024-08-10,50,Cancelled
S01124,U01124,2024-07-13,2024-08-12,2024-10-11,50,Cancelled
S01125,U01125,2024-06-19,2024-07-19,2025-01-15,0,Cancelled
S01126,U01126,2024-09-13,2024-10-13,2025-04-11,20,Cancelled
S01127,U01127,2024-07-15,2024-08-14,2024-11-12,0,Cancelled
S01128,U01128,2024-10-16,2024-11-15,2024-12-15,20,Cancelled
S01129,U01129,2024-12-22,2025-01-21,2025-07-20,0,Cancelled
S01130,U01130,2024-01-18,2024-02-17,2024-04-17,50,Cancelled
S01131,U01131,2024-05-10,2024-06-09,2024-08-08,0,Cancelled
S01132,U01132,2024-11-25,2024-12-25,2025-06-23,0,Cancelled
S01133,U01133,2024-08-06,2024-09-05,2024-11-04,20,Cancelled
S01134,U01134,2024-02-25,2024-03-26,2024-04-25,50,Cancelled
S01135,U01135,2024-12-23,2025-01-22,2025-01-22,0,Cancelled
S01136,U01136,2024-09-25,2024-10-25,2025-01-23,0,Cancelled
S01137,U01137,2024-12-26,2025-01-25,2025-06-24,0,Cancelled
S01138,U01138,2024-04-05,2024-05-05,2024-12-31,20,Cancelled
S01139,U01139,2024-11-21,2024-12-21,2025-06-19,0,Cancelled
S01140,U01140,2024-06-24,2024-07-24,2024-08-23,50,Cancelled
S01141,U01141,2024-02-01,2024-03-02,,0,Active
S01142,U01142,2024-11-04,2024-12-04,2025-05-03,50,Cancelled
S01143,U01143,2024-07-08,2024-08-07,2024-11-05,50,Cancelled
S01144,U01144,2024-11-08,2024-12-08,2025-06-06,20,Cancelled
S01145,U01145,2024-01-14,2024-02-13,2024-03-14,0,Cancelled
S01146,U01146,2024-11-12,2024-12-12,2025-04-11,0,Cancelled
S01147,U01147,2024-01-09,2024-02-08,2024-03-09,20,Cancelled
S01148,U01148,2024-07-23,2024-08-22,2025-03-20,20,Cancelled
S01149,U01149,2024-05-30,2024-06-29,,20,Active
S01150,U01150,2024-12-10,2025-01-09,2025-02-08,20,Cancelled
S01151,U01151,2024-04-18,2024-05-18,2024-09-15,50,Cancelled
S01152,U01152,2024-06-16,2024-07-16,2024-07-16,20,Cancelled
S01153,U01153,2024-09-30,2024-10-30,,20,Active
S01154,U01154,2024-11-25,2024-12-25,2025-03-25,0,Cancelled
S01155,U01155,2024-05-28,2024-06-27,2024-09-25,50,Cancelled
S01156,U01156,2024-10-20,2024-11-19,2024-11-19,50,Cancelled
S01157,U01157,2024-02-01,2024-03-02,2024-04-01,20,Cancelled
S01158,U01158,2024-09-23,2024-10-23,2024-11-22,20,Cancelled
S01159,U01159,2024-06-10,2024-07-10,2024-10-08,20,Cancelled
S01160,U01160,2024-03-15,2024-04-14,2024-05-14,50,Cancelled
S01161,U01161,2024-12-27,2025-01-26,,50,Active
S01162,U01162,2024-06-19,2024-07-19,2024-08-18,50,Cancelled
S01163,U01163,2024-09-06,2024-10-06,2025-08-02,50,Cancelled
S01164,U01164,2024-08-04,2024-09-03,2024-11-02,0,Cancelled
S01165,U01165,2024-12-22,2025-01-21,2025-01-21,0,Cancelled
S01166,U01166,2024-12-29,2025-01-28,2025-06-27,50,Cancelled
S01167,U01167,2024-03-15,2024-04-14,2024-11-10,0,Cancelled
S01168,U01168,2024-12-13,2025-01-12,2025-01-12,0,Cancelled
S01169,U01169,2024-08-30,2024-09-29,2024-11-28,20,Cancelled
S01170,U01170,2024-11-17,2024-12-17,2024-12-17,0,Cancelled
S01171,U01171,2024-06-03,2024-07-03,2025-04-29,50,Cancelled
S01172,U01172,2024-11-28,2024-12-28,2025-05-27,0,Cancelled
S01173,U01173,2024-03-03,2024-04-02,2024-04-02,50,Cancelled
S01174,U01174,2024-12-21,2025-01-20,,20,Active
S01175,U01175,2024-10-19,2024-11-18,2025-02-16,50,Cancelled
S01176,U01176,2024-12-24,2025-01-23,2025-01-23,20,Cancelled
S01177,U01177,2024-04-16,2024-05-16,2025-02-10,50,Cancelled
S01178,U01178,2024-03-03,2024-04-02,2024-06-01,0,Cancelled
S01179,U01179,2024-01-18,2024-02-17,,50,Active
S01180,U01180,2024-12-02,2025-01-01,2025-06-30,20,Cancelled
S01181,U01181,2024-10-22,2024-11-21,2025-03-21,50,Cancelled
S01182,U01182,2024-12-05,2025-01-04,2025-02-03,20,Cancelled
S01183,U01183,2024-11-04,2024-12-04,2025-06-02,0,Cancelled
S01184,U01184,2024-10-08,2024-11-07,2025-05-06,20,Cancelled
S01185,U01185,2024-12-12,2025-01-11,2025-01-11,50,Cancelled
S01186,U01186,2024-07-09,2024-08-08,,0,Active
S01187,U01187,2024-07-13,2024-08-12,2024-09-11,0,Cancelled
S01188,U01188,2024-02-03,2024-03-04,2024-03-04,20,Cancelled
S01189,U01189,2024-05-20,2024-06-19,2024-09-17,0,Cancelled
S01190,U01190,2024-09-26,2024-10-26,2025-07-23,50,Cancelled
S01191,U01191,2024-10-09,2024-11-08,2025-03-08,20,Cancelled
S01192,U01192,2024-06-25,2024-07-25,2024-10-23,50,Cancelled
S01193,U01193,2024-01-05,2024-02-04,,20,Active
S01194,U01194,2024-11-23,2024-12-23,2025-04-22,20,Cancelled
S01195,U01195,2024-06-30,2024-07-30,2024-12-27,50,Cancelled
S01196,U01196,2024-11-21,2024-12-21,2025-02-19,50,Cancelled
S01197,U01197,2024-05-02,2024-06-01,2024-11-28,50,Cancelled
S01198,U01198,2024-01-06,2024-02-05,2024-07-04,20,Cancelled
S01199,U01199,2024-01-08,2024-02-07,2024-09-04,50,Cancelled
S01200,U01200,2024-12-04,2025-01-03,2025-05-03,20,Cancelled
S01201,U01201,2024-03-30,2024-04-29,2024-04-29,0,Cancelled
S01202,U01202,2024-07-13,2024-08-12,2024-09-11,0,Cancelled
S01203,U01203,2024-06-02,2024-07-02,2024-08-01,50,Cancelled
S01204,U01204,2024-06-05,2024-07-05,2024-08-04,20,Cancelled
S01205,U01205,2024-01-04,2024-02-03,2024-04-03,0,Cancelled
S01206,U01206,2024-04-05,2024-05-05,,20,Active
S01207,U01207,2024-09-27,2024-10-27,2025-02-24,0,Cancelled
S01208,U01208,2024-04-25,2024-05-25,2024-08-23,20,Cancelled
S01209,U01209,2024-02-25,2024-03-26,2024-08-23,20,Cancelled
S01210,U01210,2024-07-02,2024-08-01,2024-09-30,0,Cancelled
S01211,U01211,2024-08-03,2024-09-02,2024-10-02,0,Cancelled
S01212,U01212,2024-03-01,2024-03-31,2024-05-30,50,Cancelled
S01213,U01213,2024-07-23,2024-08-22,2025-03-20,0,Cancelled
S01214,U01214,2024-03-20,2024-04-19,2024-08-17,50,Cancelled
S01215,U01215,2024-11-01,2024-12-01,2024-12-31,20,Cancelled
S01216,U01216,2024-08-07,2024-09-06,2024-09-06,0,Cancelled
S01217,U01217,2024-02-28,2024-03-29,2024-04-28,20,Cancelled
S01218,U01218,2024-04-06,2024-05-06,2024-06-05,0,Cancelled
S01219,U01219,2024-05-20,2024-06-19,,0,Active
S01220,U01220,2024-07-13,2024-08-12,2024-08-12,20,Cancelled
S01221,U01221,2024-02-01,2024-03-02,2024-05-01,20,Cancelled
S01222,U01222,2024-06-28,2024-07-28,2024-07-28,0,Cancelled
S01223,U01223,2024-01-27,2024-02-26,2024-11-22,20,Cancelled
S01224,U01224,2024-08-08,2024-09-07,2025-01-05,20,Cancelled
S01225,U01225,2024-12-08,2025-01-07,2025-09-04,20,Cancelled
S01226,U01226,2024-05-01,2024-05-31,,0,Active
S01227,U01227,2024-01-22,2024-02-21,2024-04-21,20,Cancelled
S01228,U01228,2024-10-06,2024-11-05,2025-04-04,50,Cancelled
S01229,U01229,2024-03-06,2024-04-05,2025-01-30,50,Cancelled
S01230,U01230,2024-08-17,2024-09-16,2025-02-13,20,Cancelled
S01231,U01231,2024-03-26,2024-04-25,2024-04-25,50,Cancelled
S01232,U01232,2024-07-22,2024-08-21,2024-09-20,20,Cancelled
S01233,U01233,2024-07-24,2024-08-23,,0,Active
S01234,U01234,2024-09-19,2024-10-19,2025-05-17,0,Cancelled
S01235,U01235,2024-10-09,2024-11-08,2024-11-08,0,Cancelled
S01236,U01236,2024-11-23,2024-12-23,2024-12-23,50,Cancelled
S01237,U01237,2024-09-30,2024-10-30,,20,Active
S01238,U01238,2024-12-27,2025-01-26,2025-03-27,20,Cancelled
S01239,U01239,2024-11-16,2024-12-16,2025-04-15,0,Cancelled
S01240,U01240,2024-10-02,2024-11-01,2024-11-01,20,Cancelled
S01241,U01241,2024-04-22,2024-05-22,,20,Active
S01242,U01242,2024-07-07,2024-08-06,2024-09-05,20,Cancelled
S01243,U01243,2024-04-06,2024-05-06,2024-11-02,20,Cancelled
S01244,U01244,2024-07-20,2024-08-19,,0,Active
S01245,U01245,2024-08-20,2024-09-19,2024-11-18,0,Cancelled
S01246,U01246,2024-07-15,2024-08-14,2025-06-10,0,Cancelled
S01247,U01247,2024-05-17,2024-06-16,2024-06-16,0,Cancelled
S01248,U01248,2024-04-13,2024-05-13,2025-02-07,20,Cancelled
S01249,U01249,2024-03-20,2024-04-19,2024-05-19,50,Cancelled
S01250,U01250,2024-01-23,2024-02-22,2024-02-22,20,Cancelled
S01251,U01251,2024-04-24,2024-05-24,2024-08-22,20,Cancelled
S01252,U01252,2024-12-16,2025-01-15,2025-07-14,0,Cancelled
S01253,U01253,2024-05-24,2024-06-23,,20,Active
S01254,U01254,2024-11-05,2024-12-05,2025-01-04,50,Cancelled
S01255,U01255,2024-03-17,2024-04-16,,0,Active
S01256,U01256,2024-12-04,2025-01-03,2025-06-02,50,Cancelled
S01257,U01257,2024-03-16,2024-04-15,,50,Active
S01258,U01258,2024-03-15,2024-04-14,2024-04-14,20,Cancelled
S01259,U01259,2024-08-05,2024-09-04,2024-10-04,50,Cancelled
S01260,U01260,2024-08-02,2024-09-01,2024-09-01,50,Cancelled
S01261,U01261,2024-02-12,2024-03-13,2024-07-11,0,Cancelled
S01262,U01262,2024-01-02,2024-02-01,,0,Active
S01263,U01263,2024-06-27,2024-07-27,2024-07-27,50,Cancelled
S01264,U01264,2024-04-17,2024-05-17,2025-03-13,50,Cancelled
S01265,U01265,2024-01-14,2024-02-13,,0,Active
S01266,U01266,2024-10-31,2024-11-30,2025-02-28,0,Cancelled
S01267,U01267,2024-01-07,2024-02-06,,50,Active
S01268,U01268,2024-08-28,2024-09-27,2024-10-27,50,Cancelled
S01269,U01269,2024-02-26,2024-03-27,2024-03-27,50,Cancelled
S01270,U01270,2024-07-21,2024-08-20,2025-06-16,50,Cancelled
S01271,U01271,2024-08-04,2024-09-03,2024-09-03,0,Cancelled
S01272,U01272,2024-11-12,2024-12-12,2024-12-12,50,Cancelled
S01273,U01273,2024-09-01,2024-10-01,2025-02-28,0,Cancelled
S01274,U01274,2024-04-09,2024-05-09,,50,Active
S01275,U01275,2024-05-02,2024-06-01,2024-07-01,0,Cancelled
S01276,U01276,2024-04-06,2024-05-06,2024-08-04,0,Cancelled
S01277,U01277,2024-01-24,2024-02-23,2024-05-23,20,Cancelled
S01278,U01278,2024-09-13,2024-10-13,2025-06-10,0,Cancelled
S01279,U01279,2024-07-27,2024-08-26,2024-08-26,50,Cancelled
S01280,U01280,2024-10-27,2024-11-26,2025-03-26,20,Cancelled
S01281,U01281,2024-04-28,2024-05-28,2024-05-28,50,Cancelled
S01282,U01282,2024-03-08,2024-04-07,2024-04-07,50,Cancelled
S01283,U01283,2024-04-16,2024-05-16,2024-05-16,50,Cancelled
S01284,U01284,2024-01-08,2024-02-07,2024-02-07,0,Cancelled
S01285,U01285,2024-03-27,2024-04-26,2024-10-23,20,Cancelled
S01286,U01286,2024-02-06,2024-03-07,2024-05-06,20,Cancelled
S01287,U01287,2024-03-04,2024-04-03,2024-05-03,20,Cancelled
S01288,U01288,2024-08-13,2024-09-12,2024-09-12,0,Cancelled
S01289,U01289,2024-05-14,2024-06-13,,0,Active
S01290,U01290,2024-02-23,2024-03-24,2024-03-24,0,Cancelled
S01291,U01291,2024-12-08,2025-01-07,2025-08-05,50,Cancelled
S01292,U01292,2024-02-13,2024-03-14,2025-01-08,0,Cancelled
S01293,U01293,2024-02-03,2024-03-04,2024-05-03,50,Cancelled
S01294,U01294,2024-05-22,2024-06-21,2024-08-20,0,Cancelled
S01295,U01295,2024-10-17,2024-11-16,2024-12-16,20,Cancelled
S01296,U01296,2024-01-28,2024-02-27,2024-03-28,50,Cancelled
S01297,U01297,2024-03-13,2024-04-12,2025-01-07,50,Cancelled
S01298,U01298,2024-09-25,2024-10-25,2025-05-23,0,Cancelled
S01299,U01299,2024-06-01,2024-07-01,2024-10-29,20,Cancelled
S01300,U01300,2024-06-30,2024-07-30,2024-08-29,50,Cancelled
S01301,U01301,2024-12-07,2025-01-06,2025-02-05,50,Cancelled
S01302,U01302,2024-03-18,2024-04-17,,50,Active
S01303,U01303,2024-09-23,2024-10-23,,20,Active
S01304,U01304,2024-04-21,2024-05-21,2024-07-20,20,Cancelled
S01305,U01305,2024-04-17,2024-05-17,2024-06-16,20,Cancelled
S01306,U01306,2024-06-06,2024-07-06,2025-02-01,20,Cancelled
S01307,U01307,2024-10-04,2024-11-03,2025-07-31,20,Cancelled
S01308,U01308,2024-03-31,2024-04-30,2024-07-29,20,Cancelled
S01309,U01309,2024-12-25,2025-01-24,2025-03-25,50,Cancelled
S01310,U01310,2024-02-23,2024-03-24,2024-10-20,20,Cancelled
S01311,U01311,2024-08-03,2024-09-02,,0,Active
S01312,U01312,2024-03-04,2024-04-03,2024-11-29,20,Cancelled
S01313,U01313,2024-05-17,2024-06-16,2024-09-14,0,Cancelled
S01314,U01314,2024-01-17,2024-02-16,2024-09-13,50,Cancelled
S01315,U01315,2024-03-28,2024-04-27,2024-10-24,50,Cancelled
S01316,U01316,2024-10-22,2024-11-21,2025-05-20,20,Cancelled
S01317,U01317,2024-04-28,2024-05-28,2025-03-24,50,Cancelled
S01318,U01318,2024-10-10,2024-11-09,2025-02-07,0,Cancelled
S01319,U01319,2024-11-17,2024-12-17,2024-12-17,20,Cancelled
S01320,U01320,2024-08-20,2024-09-19,,50,Active
S01321,U01321,2024-04-09,2024-05-09,2024-07-08,0,Cancelled
S01322,U01322,2024-03-14,2024-04-13,2024-06-12,20,Cancelled
S01323,U01323,2024-03-13,2024-04-12,2024-06-11,20,Cancelled
S01324,U01324,2024-07-19,2024-08-18,2024-12-16,20,Cancelled
S01325,U01325,2024-12-17,2025-01-16,2025-03-17,0,Cancelled
S01326,U01326,2024-04-01,2024-05-01,2024-05-31,20,Cancelled
S01327,U01327,2024-11-10,2024-12-10,2025-04-09,50,Cancelled
S01328,U01328,2024-04-08,2024-05-08,2024-09-05,50,Cancelled
S01329,U01329,2024-07-05,2024-08-04,2025-01-01,0,Cancelled
S01330,U01330,2024-05-17,2024-06-16,2024-10-14,50,Cancelled
S01331,U01331,2024-09-10,2024-10-10,2024-12-09,0,Cancelled
S01332,U01332,2024-07-20,2024-08-19,2024-08-19,0,Cancelled
S01333,U01333,2024-08-16,2024-09-15,2025-01-13,0,Cancelled
S01334,U01334,2024-04-12,2024-05-12,2024-10-09,0,Cancelled
S01335,U01335,2024-10-27,2024-11-26,2024-11-26,0,Cancelled
S01336,U01336,2024-06-14,2024-07-14,2025-05-10,0,Cancelled
S01337,U01337,2024-03-15,2024-04-14,2024-07-13,0,Cancelled
S01338,U01338,2024-08-26,2024-09-25,2024-11-24,20,Cancelled
S01339,U01339,2024-02-22,2024-03-23,2024-03-23,50,Cancelled
S01340,U01340,2024-06-11,2024-07-11,2024-07-11,20,Cancelled
S01341,U01341,2024-08-03,2024-09-02,2024-11-01,20,Cancelled
S01342,U01342,2024-10-22,2024-11-21,2025-04-20,0,Cancelled
S01343,U01343,2024-03-08,2024-04-07,2024-08-05,50,Cancelled
S01344,U01344,2024-08-28,2024-09-27,2024-12-26,20,Cancelled
S01345,U01345,2024-10-11,2024-11-10,2025-06-08,20,Cancelled
S01346,U01346,2024-11-24,2024-12-24,2025-02-22,0,Cancelled
S01347,U01347,2024-03-12,2024-04-11,2024-07-10,0,Cancelled
S01348,U01348,2024-10-02,2024-11-01,2024-11-01,0,Cancelled
S01349,U01349,2024-02-08,2024-03-09,2024-09-05,50,Cancelled
S01350,U01350,2024-10-25,2024-11-24,2024-12-24,50,Cancelled
S01351,U01351,2024-12-08,2025-01-07,2025-02-06,20,Cancelled
S01352,U01352,2024-06-13,2024-07-13,2024-11-10,20,Cancelled
S01353,U01353,2024-10-12,2024-11-11,2025-05-10,0,Cancelled
S01354,U01354,2024-04-18,2024-05-18,2024-09-15,0,Cancelled
S01355,U01355,2024-06-23,2024-07-23,2024-12-20,20,Cancelled
S01356,U01356,2024-09-15,2024-10-15,,20,Active
S01357,U01357,2024-04-06,2024-05-06,2024-05-06,20,Cancelled
S01358,U01358,2024-08-24,2024-09-23,2024-12-22,20,Cancelled
S01359,U01359,2024-01-15,2024-02-14,2024-12-10,20,Cancelled
S01360,U01360,2024-06-30,2024-07-30,2024-08-29,20,Cancelled
S01361,U01361,2024-08-13,2024-09-12,2024-10-12,20,Cancelled
S01362,U01362,2024-05-30,2024-06-29,2024-08-28,50,Cancelled
S01363,U01363,2024-02-25,2024-03-26,2024-05-25,0,Cancelled
S01364,U01364,2024-10-21,2024-11-20,2024-12-20,0,Cancelled
S01365,U01365,2024-07-20,2024-08-19,2024-11-17,0,Cancelled
S01366,U01366,2024-11-22,2024-12-22,2024-12-22,0,Cancelled
S01367,U01367,2024-09-14,2024-10-14,2025-06-11,0,Cancelled
S01368,U01368,2024-12-14,2025-01-13,,0,Active
S01369,U01369,2024-08-07,2024-09-06,2024-09-06,0,Cancelled
S01370,U01370,2024-08-30,2024-09-29,2025-01-27,0,Cancelled
S01371,U01371,2024-10-17,2024-11-16,2024-12-16,0,Cancelled
S01372,U01372,2024-06-20,2024-07-20,2024-08-19,20,Cancelled
S01373,U01373,2024-08-22,2024-09-21,2024-10-21,50,Cancelled
S01374,U01374,2024-05-18,2024-06-17,2025-01-13,0,Cancelled
S01375,U01375,2024-09-11,2024-10-11,2025-01-09,20,Cancelled
S01376,U01376,2024-02-15,2024-03-16,2024-06-14,50,Cancelled
S01377,U01377,2024-05-15,2024-06-14,2024-11-11,20,Cancelled
S01378,U01378,2024-04-07,2024-05-07,2024-10-04,50,Cancelled
S01379,U01379,2024-08-20,2024-09-19,2024-10-19,20,Cancelled
S01380,U01380,2024-12-14,2025-01-13,2025-09-10,50,Cancelled
S01381,U01381,2024-09-06,2024-10-06,2025-01-04,0,Cancelled
S01382,U01382,2024-10-30,2024-11-29,2025-05-28,20,Cancelled
S01383,U01383,2024-01-26,2024-02-25,2024-12-21,50,Cancelled
S01384,U01384,2024-05-18,2024-06-17,2024-11-14,0,Cancelled
S01385,U01385,2024-01-17,2024-02-16,2024-03-17,20,Cancelled
S01386,U01386,2024-06-03,2024-07-03,2024-07-03,20,Cancelled
S01387,U01387,2024-05-08,2024-06-07,2024-07-07,20,Cancelled
S01388,U01388,2024-10-17,2024-11-16,2024-11-16,20,Cancelled
S01389,U01389,2024-09-26,2024-10-26,2024-10-26,20,Cancelled
S01390,U01390,2024-08-03,2024-09-02,2024-09-02,0,Cancelled
S01391,U01391,2024-05-04,2024-06-03,2024-10-01,50,Cancelled
S01392,U01392,2024-07-20,2024-08-19,,20,Active
S01393,U01393,2024-01-29,2024-02-28,2024-10-25,0,Cancelled
S01394,U01394,2024-12-19,2025-01-18,2025-06-17,0,Cancelled
S01395,U01395,2024-03-10,2024-04-09,2024-06-08,20,Cancelled
S01396,U01396,2024-11-15,2024-12-15,2025-04-14,0,Cancelled
S01397,U01397,2024-05-06,2024-06-05,2024-06-05,20,Cancelled
S01398,U01398,2024-03-03,2024-04-02,2024-06-01,50,Cancelled
S01399,U01399,2024-12-02,2025-01-01,,0,Active
S01400,U01400,2024-12-02,2025-01-01,2025-05-31,50,Cancelled
S01401,U01401,2024-09-02,2024-10-02,2024-12-31,50,Cancelled
S01402,U01402,2024-07-16,2024-08-15,2024-08-15,0,Cancelled
S01403,U01403,2024-08-22,2024-09-21,2024-09-21,20,Cancelled
S01404,U01404,2024-01-22,2024-02-21,2024-04-21,0,Cancelled
S01405,U01405,2024-09-13,2024-10-13,2024-12-12,0,Cancelled
S01406,U01406,2024-06-29,2024-07-29,2024-07-29,50,Cancelled
S01407,U01407,2024-12-03,2025-01-02,2025-05-02,20,Cancelled
S01408,U01408,2024-03-07,2024-04-06,2024-12-02,50,Cancelled
S01409,U01409,2024-01-24,2024-02-23,2024-06-22,50,Cancelled
S01410,U01410,2024-12-13,2025-01-12,2025-07-11,0,Cancelled
S01411,U01411,2024-02-02,2024-03-03,2024-05-02,50,Cancelled
S01412,U01412,2024-07-10,2024-08-09,2025-04-06,0,Cancelled
S01413,U01413,2024-03-09,2024-04-08,2024-06-07,20,Cancelled
S01414,U01414,2024-12-13,2025-01-12,2025-03-13,50,Cancelled
S01415,U01415,2024-10-25,2024-11-24,2025-02-22,0,Cancelled
