transaction_id,user_id,transaction_date,order_value,product_category,product_name,quantity,discount,payment_method,first_transaction_date,cohort_month
T010584,U02090,2024-02-28,312.75,Course,Pro,3,0,Net Banking,2024-01-31,2024-01
T010585,U02090,2024-02-27,301.13,Subscription,Starter,2,10,Card,2024-01-31,2024-01
T010586,U02090,2024-03-27,385.02,Accessories,Pro,1,15,Net Banking,2024-01-31,2024-01
T010587,U02090,2024-04-30,206.52,Course,Pro,3,5,UPI,2024-01-31,2024-01
T010588,U02091,2024-11-19,262.52,Software,Starter,3,5,PayPal,2024-11-19,2024-11
T010589,U02091,2024-12-16,467.0,Software,Starter,2,5,Card,2024-11-19,2024-11
T010590,U02091,2024-12-16,247.67,Subscription,Starter,2,10,Net Banking,2024-11-19,2024-11
T010591,U02091,2025-02-19,254.2,Software,Analytics Add-on,1,15,UPI,2024-11-19,2024-11
T010592,U02091,2025-02-19,338.29,Course,Starter,3,15,Card,2024-11-19,2024-11
T010593,U02091,2025-03-21,490.84,Software,Analytics Add-on,1,10,UPI,2024-11-19,2024-11
T010594,U02091,2025-05-20,225.15,Subscription,Analytics Add-on,2,0,UPI,2024-11-19,2024-11
T010595,U02091,2025-06-21,422.07,Software,Starter,2,10,UPI,2024-11-19,2024-11
T010597,U02092,2024-05-13,23.02,Subscription,Starter,2,5,Card,2024-05-13,2024-05
T010598,U02092,2024-06-09,461.35,Accessories,Pro,3,5,PayPal,2024-05-13,2024-05
T010599,U02092,2024-06-07,185.49,Course,Starter,2,10,Net Banking,2024-05-13,2024-05
T010600,U02092,2024-08-09,492.6,Software,Starter,1,15,UPI,2024-05-13,2024-05
T010601,U02092,2024-08-09,397.86,Software,Analytics Add-on,1,0,Card,2024-05-13,2024-05
T010602,U02092,2024-09-07,137.11,Course,Enterprise,2,10,Card,2024-05-13,2024-05
T010603,U02092,2024-09-10,33.43,Course,Starter,2,20,UPI,2024-05-13,2024-05
T010604,U02093,2024-03-19,168.54,Accessories,Analytics Add-on,2,20,PayPal,2024-03-17,2024-03
T010605,U02093,2024-03-17,418.55,Subscription,Starter,2,15,PayPal,2024-03-17,2024-03
T010606,U02093,2024-05-17,284.05,Software,Enterprise,1,20,Card,2024-03-17,2024-03
T010607,U02095,2024-04-26,159.58,Software,Analytics Add-on,2,15,Card,2024-04-26,2024-04
T010608,U02095,2024-05-22,428.55,Accessories,Pro,1,10,Card,2024-04-26,2024-04
T010609,U02095,2024-06-23,274.87,Course,Starter,3,20,Card,2024-04-26,2024-04
T010610,U02095,2024-07-23,284.38,Course,Analytics Add-on,1,5,Net Banking,2024-04-26,2024-04
T010611,U02095,2024-07-23,77.14,Subscription,Enterprise,1,0,Card,2024-04-26,2024-04
T010612,U02095,2024-08-21,397.18,Accessories,Enterprise,1,20,Net Banking,2024-04-26,2024-04
T010614,U02095,2024-11-18,111.62,Accessories,Pro,2,0,PayPal,2024-04-26,2024-04
T010615,U02095,2024-11-17,453.03,Software,Analytics Add-on,2,15,Net Banking,2024-04-26,2024-04
T010617,U02095,2024-12-15,66.93,Subscription,Analytics Add-on,1,0,Net Banking,2024-04-26,2024-04
T010618,U02096,2024-11-23,76.98,Subscription,Analytics Add-on,1,10,Net Banking,2024-11-23,2024-11
T010622,U02096,2025-02-20,259.29,Software,Pro,2,0,PayPal,2024-11-23,2024-11
T010623,U02096,2025-03-24,223.23,Software,Pro,3,20,Net Banking,2024-11-23,2024-11
T010624,U02096,2025-03-22,63.0,Accessories,Starter,3,5,Card,2024-11-23,2024-11
T010625,U02097,2024-05-05,103.44,Software,Pro,1,10,Card,2024-05-04,2024-05
T010626,U02097,2024-05-04,224.51,Software,Enterprise,3,20,UPI,2024-05-04,2024-05
T010627,U02097,2024-06-02,222.93,Software,Pro,2,20,Net Banking,2024-05-04,2024-05
T010628,U02097,2024-06-04,302.05,Course,Analytics Add-on,3,20,PayPal,2024-05-04,2024-05
T010629,U02097,2024-06-30,331.04,Software,Starter,3,5,UPI,2024-05-04,2024-05
T010631,U02098,2024-05-14,304.26,Software,Pro,1,10,Card,2024-05-13,2024-05
T010632,U02098,2024-05-13,293.46,Subscription,Analytics Add-on,1,0,Net Banking,2024-05-13,2024-05
T010634,U02098,2024-06-10,428.78,Software,Enterprise,3,0,Net Banking,2024-05-13,2024-05
T010636,U02098,2024-07-11,358.33,Subscription,Starter,1,0,Net Banking,2024-05-13,2024-05
T010637,U02098,2024-08-13,61.45,Subscription,Enterprise,3,15,Net Banking,2024-05-13,2024-05
T010638,U02098,2024-09-06,37.1,Course,Starter,1,0,PayPal,2024-05-13,2024-05
T010639,U02098,2024-09-06,299.81,Accessories,Pro,1,0,Net Banking,2024-05-13,2024-05
T010644,U02100,2024-06-09,475.9,Subscription,Starter,2,0,Card,2024-06-09,2024-06
T010645,U02100,2024-07-09,82.66,Subscription,Enterprise,3,15,Card,2024-06-09,2024-06
T010646,U02100,2024-08-03,110.42,Course,Analytics Add-on,2,5,PayPal,2024-06-09,2024-06
T010647,U02100,2024-09-01,328.13,Subscription,Analytics Add-on,2,15,PayPal,2024-06-09,2024-06
T010648,U02100,2024-09-03,474.61,Software,Enterprise,2,5,Card,2024-06-09,2024-06
T010649,U02100,2024-11-07,28.07,Subscription,Pro,3,10,Net Banking,2024-06-09,2024-06
T010650,U02100,2024-12-01,498.36,Course,Enterprise,3,20,UPI,2024-06-09,2024-06
T010651,U02100,2024-12-02,197.26,Subscription,Starter,3,10,Card,2024-06-09,2024-06
T010653,U02100,2025-01-01,475.42,Software,Enterprise,1,10,Net Banking,2024-06-09,2024-06
T010654,U02101,2024-11-08,422.37,Software,Starter,2,15,Card,2024-11-08,2024-11
T010656,U02101,2025-01-10,81.01,Software,Enterprise,2,10,UPI,2024-11-08,2024-11
T010657,U02101,2025-02-11,185.18,Accessories,Pro,2,0,Card,2024-11-08,2024-11
T010658,U02101,2025-02-11,292.38,Course,Starter,2,0,UPI,2024-11-08,2024-11
T010659,U02102,2024-05-08,185.99,Course,Enterprise,3,20,UPI,2024-05-08,2024-05
T010660,U02102,2024-06-07,290.81,Subscription,Pro,3,15,PayPal,2024-05-08,2024-05
T010664,U02102,2024-08-03,317.94,Course,Analytics Add-on,3,10,UPI,2024-05-08,2024-05
T010665,U02103,2025-01-31,118.1,Course,Starter,3,20,PayPal,2025-01-31,2025-01
T010666,U02103,2025-03-05,189.28,Accessories,Starter,2,5,Card,2025-01-31,2025-01
T010668,U02103,2025-04-29,291.2,Accessories,Pro,3,0,PayPal,2025-01-31,2025-01
T010669,U02103,2025-05-31,384.76,Software,Enterprise,3,15,Net Banking,2025-01-31,2025-01
T010670,U02103,2025-06-29,481.22,Course,Enterprise,3,10,UPI,2025-01-31,2025-01
T010672,U02103,2025-07-28,168.7,Software,Analytics Add-on,2,10,UPI,2025-01-31,2025-01
T010673,U02103,2025-08-29,73.65,Course,Pro,3,10,Net Banking,2025-01-31,2025-01
T010674,U02103,2025-08-30,242.29,Course,Enterprise,1,5,Card,2025-01-31,2025-01
T010675,U02103,2025-11-28,351.09,Software,Pro,2,0,PayPal,2025-01-31,2025-01
T010677,U02104,2024-09-29,186.76,Accessories,Pro,1,10,UPI,2024-09-29,2024-09
T010678,U02105,2025-01-23,268.52,Subscription,Starter,1,5,Net Banking,2025-01-23,2025-01
T010679,U02105,2025-01-23,163.73,Subscription,Pro,3,0,PayPal,2025-01-23,2025-01
T010680,U02106,2024-01-26,477.79,Subscription,Starter,2,15,UPI,2024-01-25,2024-01
T010681,U02106,2024-01-25,120.69,Software,Starter,3,5,PayPal,2024-01-25,2024-01
T010682,U02106,2024-02-25,65.38,Course,Enterprise,2,5,UPI,2024-01-25,2024-01
T010683,U02106,2024-02-25,405.67,Accessories,Starter,1,0,PayPal,2024-01-25,2024-01
T010684,U02106,2024-03-25,86.08,Course,Starter,2,20,PayPal,2024-01-25,2024-01
T010685,U02106,2024-03-24,486.7,Accessories,Starter,2,10,UPI,2024-01-25,2024-01
T010686,U02106,2024-06-19,431.28,Software,Enterprise,2,0,Net Banking,2024-01-25,2024-01
T010688,U02106,2024-07-26,468.27,Software,Starter,3,10,PayPal,2024-01-25,2024-01
T010689,U02106,2024-09-24,224.27,Software,Pro,2,15,Net Banking,2024-01-25,2024-01
T010690,U02107,2024-07-24,445.32,Accessories,Enterprise,3,0,Card,2024-07-23,2024-07
T010691,U02107,2024-07-23,130.05,Software,Analytics Add-on,3,5,Card,2024-07-23,2024-07
T010693,U02107,2024-10-20,244.03,Course,Pro,3,0,Card,2024-07-23,2024-07
T010694,U02107,2024-10-21,195.71,Accessories,Enterprise,3,0,UPI,2024-07-23,2024-07
T010695,U02108,2024-04-07,436.52,Subscription,Starter,1,0,Card,2024-04-07,2024-04
T010696,U02108,2024-05-04,139.68,Accessories,Enterprise,3,10,PayPal,2024-04-07,2024-04
T010697,U02108,2024-06-06,101.79,Course,Pro,1,5,UPI,2024-04-07,2024-04
T010698,U02108,2024-07-06,218.54,Software,Enterprise,3,5,Card,2024-04-07,2024-04
T010699,U02108,2024-07-04,159.63,Course,Pro,1,15,UPI,2024-04-07,2024-04
T010701,U02109,2024-10-10,332.0,Software,Analytics Add-on,2,0,Card,2024-10-10,2024-10
T010702,U02110,2024-09-29,267.19,Software,Analytics Add-on,1,0,Card,2024-09-29,2024-09
T010703,U02110,2024-11-01,285.78,Course,Analytics Add-on,3,5,Card,2024-09-29,2024-09
T010704,U02110,2024-11-30,22.29,Course,Starter,2,10,Net Banking,2024-09-29,2024-09
T010705,U02110,2025-01-02,455.81,Software,Enterprise,1,0,Card,2024-09-29,2024-09
T010706,U02110,2025-01-31,256.9,Software,Enterprise,3,10,PayPal,2024-09-29,2024-09
T010708,U02110,2025-02-28,79.59,Course,Enterprise,3,0,PayPal,2024-09-29,2024-09
T010709,U02110,2025-03-30,227.98,Accessories,Enterprise,1,5,Card,2024-09-29,2024-09
T010710,U02110,2025-05-29,270.4,Software,Analytics Add-on,3,20,UPI,2024-09-29,2024-09
T010712,U02111,2024-02-09,68.37,Course,Starter,1,0,UPI,2024-02-06,2024-02
T010713,U02111,2024-02-06,24.4,Subscription,Analytics Add-on,1,5,UPI,2024-02-06,2024-02
T010714,U02111,2024-03-04,71.24,Subscription,Pro,2,0,UPI,2024-02-06,2024-02
T010715,U02111,2024-04-04,309.27,Subscription,Enterprise,2,5,PayPal,2024-02-06,2024-02
T010716,U02111,2024-04-01,345.11,Course,Starter,1,15,Card,2024-02-06,2024-02
T010717,U02111,2024-05-06,229.52,Software,Enterprise,1,20,UPI,2024-02-06,2024-02
T010718,U02111,2024-05-07,23.32,Accessories,Analytics Add-on,2,20,Net Banking,2024-02-06,2024-02
T010719,U02111,2024-06-02,182.21,Subscription,Starter,1,0,Card,2024-02-06,2024-02
T010720,U02111,2024-07-03,362.58,Software,Starter,3,20,UPI,2024-02-06,2024-02
T010721,U02111,2024-09-05,314.98,Software,Analytics Add-on,1,15,Net Banking,2024-02-06,2024-02
T010722,U02111,2024-09-02,497.56,Software,Pro,1,0,PayPal,2024-02-06,2024-02
T010723,U02111,2024-10-29,439.97,Course,Starter,2,15,Card,2024-02-06,2024-02
T010724,U02111,2024-12-02,176.88,Software,Pro,1,5,UPI,2024-02-06,2024-02
T010725,U02112,2024-01-31,438.45,Software,Starter,2,15,PayPal,2024-01-31,2024-01
T010727,U02114,2024-11-27,235.17,Software,Starter,2,15,PayPal,2024-11-27,2024-11
T010728,U02114,2025-02-28,225.65,Subscription,Enterprise,3,20,Card,2024-11-27,2024-11
T010729,U02114,2025-02-28,279.65,Course,Starter,1,15,PayPal,2024-11-27,2024-11
T010730,U02115,2024-02-10,298.68,Subscription,Starter,1,0,Card,2024-02-10,2024-02
T010731,U02116,2024-05-17,345.85,Subscription,Analytics Add-on,1,10,Card,2024-05-17,2024-05
T010732,U02117,2024-08-10,275.11,Accessories,Pro,3,5,Card,2024-08-10,2024-08
T010733,U02118,2024-02-28,136.12,Accessories,Enterprise,2,0,PayPal,2024-02-28,2024-02
T010735,U02118,2024-03-31,43.89,Course,Enterprise,3,0,UPI,2024-02-28,2024-02
T010736,U02118,2024-04-23,28.26,Course,Pro,2,0,Net Banking,2024-02-28,2024-02
T010739,U02120,2024-01-18,102.41,Subscription,Analytics Add-on,2,10,PayPal,2024-01-15,2024-01
T010740,U02120,2024-01-15,275.34,Software,Enterprise,3,15,Card,2024-01-15,2024-01
T010741,U02120,2024-02-13,486.05,Accessories,Analytics Add-on,3,15,PayPal,2024-01-15,2024-01
T010742,U02120,2024-03-17,25.7,Course,Starter,2,15,Net Banking,2024-01-15,2024-01
T010743,U02120,2024-03-17,320.52,Course,Analytics Add-on,3,20,Net Banking,2024-01-15,2024-01
T010744,U02120,2024-04-20,276.07,Subscription,Pro,2,20,Card,2024-01-15,2024-01
T010745,U02120,2024-04-21,370.02,Software,Enterprise,2,10,UPI,2024-01-15,2024-01
T010746,U02120,2024-05-19,225.68,Subscription,Pro,1,20,Card,2024-01-15,2024-01
T010747,U02120,2024-06-17,292.33,Software,Starter,1,5,UPI,2024-01-15,2024-01
T010748,U02121,2024-04-01,337.57,Software,Pro,1,5,PayPal,2024-04-01,2024-04
T010751,U02122,2024-12-19,297.79,Software,Enterprise,3,5,Card,2024-12-18,2024-12
T010752,U02122,2024-12-18,335.09,Subscription,Analytics Add-on,2,0,Net Banking,2024-12-18,2024-12
T010753,U02123,2024-10-27,67.56,Course,Pro,2,5,UPI,2024-10-27,2024-10
T010754,U02123,2024-11-27,477.22,Subscription,Analytics Add-on,3,5,UPI,2024-10-27,2024-10
T010755,U02123,2024-11-26,275.8,Software,Analytics Add-on,2,5,Card,2024-10-27,2024-10
T010756,U02123,2025-01-29,256.52,Course,Starter,3,20,UPI,2024-10-27,2024-10
T010757,U02123,2025-02-27,27.2,Software,Pro,1,5,Card,2024-10-27,2024-10
T010758,U02123,2025-02-27,187.7,Accessories,Enterprise,3,10,UPI,2024-10-27,2024-10
T010759,U02123,2025-03-28,321.13,Subscription,Enterprise,2,20,Net Banking,2024-10-27,2024-10
T010761,U02123,2025-04-24,81.76,Software,Enterprise,2,20,PayPal,2024-10-27,2024-10
T010763,U02124,2024-05-15,219.64,Subscription,Pro,2,5,Card,2024-05-15,2024-05
T010764,U02125,2024-02-29,276.41,Accessories,Pro,2,5,UPI,2024-02-29,2024-02
T010765,U02125,2024-05-29,259.28,Course,Enterprise,1,0,UPI,2024-02-29,2024-02
T010766,U02125,2024-05-27,124.61,Course,Pro,3,15,Card,2024-02-29,2024-02
T010767,U02125,2024-06-27,23.3,Accessories,Starter,2,20,UPI,2024-02-29,2024-02
T010768,U02125,2024-06-28,293.92,Accessories,Starter,2,0,UPI,2024-02-29,2024-02
T010769,U02125,2024-07-25,166.92,Subscription,Pro,3,5,Net Banking,2024-02-29,2024-02
T010771,U02126,2025-01-12,309.65,Course,Pro,1,0,UPI,2025-01-12,2025-01
T010773,U02126,2025-02-11,197.4,Course,Pro,3,0,Card,2025-01-12,2025-01
T010774,U02126,2025-03-10,39.5,Course,Analytics Add-on,1,10,PayPal,2025-01-12,2025-01
T010775,U02126,2025-04-11,320.51,Accessories,Analytics Add-on,3,15,Card,2025-01-12,2025-01
T010776,U02126,2025-04-09,299.44,Course,Analytics Add-on,1,5,PayPal,2025-01-12,2025-01
T010777,U02127,2024-05-31,61.42,Course,Enterprise,3,0,Card,2024-05-31,2024-05
T010778,U02127,2024-07-02,358.89,Course,Starter,2,20,Net Banking,2024-05-31,2024-05
T010779,U02127,2024-07-03,207.73,Software,Starter,3,0,Card,2024-05-31,2024-05
T010780,U02127,2024-08-27,257.33,Accessories,Starter,3,5,UPI,2024-05-31,2024-05
T010781,U02127,2024-09-25,84.62,Accessories,Pro,3,10,UPI,2024-05-31,2024-05
T010783,U02127,2024-11-28,270.3,Subscription,Enterprise,3,10,UPI,2024-05-31,2024-05
T010784,U02127,2024-11-30,301.39,Accessories,Enterprise,3,10,Card,2024-05-31,2024-05
T010785,U02127,2025-02-23,190.41,Subscription,Starter,3,0,Net Banking,2024-05-31,2024-05
T010786,U02128,2024-11-07,314.39,Subscription,Enterprise,3,5,Net Banking,2024-11-06,2024-11
T010787,U02128,2024-11-06,269.96,Course,Pro,2,10,Card,2024-11-06,2024-11
T010788,U02128,2025-01-02,226.53,Subscription,Analytics Add-on,3,5,UPI,2024-11-06,2024-11
T010791,U02128,2025-03-04,25.0,Software,Pro,2,5,Net Banking,2024-11-06,2024-11
T010792,U02128,2025-05-05,322.37,Accessories,Enterprise,3,0,Net Banking,2024-11-06,2024-11
T010795,U02129,2024-10-15,344.44,Accessories,Analytics Add-on,3,0,PayPal,2024-10-15,2024-10
T010796,U02130,2024-10-06,339.17,Subscription,Pro,2,5,UPI,2024-10-06,2024-10
T010797,U02130,2024-10-06,243.48,Course,Enterprise,3,0,UPI,2024-10-06,2024-10
T010798,U02130,2024-11-04,224.87,Course,Analytics Add-on,1,15,Net Banking,2024-10-06,2024-10
T010799,U02130,2024-12-08,358.03,Subscription,Enterprise,2,15,PayPal,2024-10-06,2024-10
T010801,U02130,2025-01-05,229.16,Accessories,Starter,3,5,UPI,2024-10-06,2024-10
T010802,U02130,2025-02-04,169.12,Course,Analytics Add-on,1,20,Card,2024-10-06,2024-10
T010803,U02130,2025-02-05,492.37,Subscription,Pro,3,5,Card,2024-10-06,2024-10
T010804,U02131,2024-01-16,415.51,Course,Enterprise,3,20,PayPal,2024-01-16,2024-01
T010805,U02131,2024-02-16,76.72,Course,Pro,3,20,PayPal,2024-01-16,2024-01
T010806,U02131,2024-02-15,172.25,Accessories,Starter,3,5,UPI,2024-01-16,2024-01
T010807,U02131,2024-03-15,44.36,Software,Analytics Add-on,1,10,PayPal,2024-01-16,2024-01
T010808,U02131,2024-03-15,188.85,Accessories,Analytics Add-on,3,5,Net Banking,2024-01-16,2024-01
T010809,U02131,2024-04-14,319.16,Subscription,Analytics Add-on,3,10,Card,2024-01-16,2024-01
T010810,U02131,2024-07-10,299.23,Course,Enterprise,1,20,PayPal,2024-01-16,2024-01
T010811,U02131,2024-08-11,72.41,Accessories,Enterprise,3,20,Net Banking,2024-01-16,2024-01
T010812,U02131,2024-09-10,469.78,Course,Starter,2,0,PayPal,2024-01-16,2024-01
T010814,U02132,2024-06-26,399.47,Subscription,Pro,1,20,Net Banking,2024-06-26,2024-06
T010815,U02133,2024-11-21,38.96,Subscription,Enterprise,1,20,UPI,2024-11-20,2024-11
T010816,U02133,2024-11-20,379.47,Software,Starter,2,10,Net Banking,2024-11-20,2024-11
T010820,U02133,2025-03-20,442.59,Course,Starter,1,15,Card,2024-11-20,2024-11
T010821,U02134,2024-09-07,310.14,Subscription,Starter,3,15,PayPal,2024-09-07,2024-09
T010823,U02134,2025-01-02,224.58,Course,Pro,3,20,Card,2024-09-07,2024-09
T010824,U02134,2025-02-02,35.07,Subscription,Analytics Add-on,1,15,PayPal,2024-09-07,2024-09
T010827,U02134,2025-04-30,198.74,Subscription,Enterprise,2,0,PayPal,2024-09-07,2024-09
T010828,U02134,2025-07-03,278.31,Subscription,Enterprise,3,10,Card,2024-09-07,2024-09
T010831,U02135,2025-01-24,424.14,Subscription,Analytics Add-on,3,20,Net Banking,2025-01-24,2025-01
T010832,U02135,2025-02-27,162.51,Software,Pro,2,20,UPI,2025-01-24,2025-01
T010833,U02135,2025-02-28,425.19,Subscription,Analytics Add-on,1,0,UPI,2025-01-24,2025-01
T010834,U02135,2025-03-27,218.69,Software,Starter,2,15,PayPal,2025-01-24,2025-01
T010835,U02135,2025-04-26,41.18,Accessories,Starter,3,10,Net Banking,2025-01-24,2025-01
T010837,U02135,2025-05-24,83.0,Course,Enterprise,1,10,UPI,2025-01-24,2025-01
T010838,U02135,2025-06-28,445.81,Accessories,Starter,3,10,PayPal,2025-01-24,2025-01
T010839,U02135,2025-06-28,122.67,Accessories,Analytics Add-on,3,10,Card,2025-01-24,2025-01
T010840,U02135,2025-07-25,414.0,Subscription,Enterprise,3,15,Card,2025-01-24,2025-01
T010841,U02136,2024-06-01,328.29,Accessories,Enterprise,1,20,PayPal,2024-06-01,2024-06
T010843,U02137,2024-01-22,311.08,Course,Enterprise,2,20,PayPal,2024-01-22,2024-01
T010844,U02137,2024-03-19,151.43,Accessories,Starter,3,10,UPI,2024-01-22,2024-01
T010845,U02138,2025-01-10,379.09,Course,Starter,2,5,UPI,2025-01-09,2025-01
T010846,U02138,2025-01-09,88.2,Subscription,Pro,1,5,Net Banking,2025-01-09,2025-01
T010847,U02138,2025-02-03,236.12,Subscription,Starter,1,20,Card,2025-01-09,2025-01
T010848,U02138,2025-02-03,144.43,Course,Starter,2,5,Card,2025-01-09,2025-01
T010849,U02138,2025-03-08,144.16,Course,Analytics Add-on,2,20,Net Banking,2025-01-09,2025-01
T010850,U02138,2025-03-05,480.98,Software,Enterprise,1,0,UPI,2025-01-09,2025-01
T010852,U02138,2025-05-06,49.09,Software,Pro,2,5,Net Banking,2025-01-09,2025-01
T010853,U02138,2025-06-09,377.14,Subscription,Enterprise,1,10,PayPal,2025-01-09,2025-01
T010854,U02138,2025-06-08,239.41,Accessories,Enterprise,3,5,Net Banking,2025-01-09,2025-01
T010855,U02138,2025-07-07,490.39,Subscription,Enterprise,2,10,Card,2025-01-09,2025-01
T010856,U02138,2025-07-05,295.59,Course,Starter,2,15,PayPal,2025-01-09,2025-01
T010857,U02138,2025-10-07,47.17,Software,Analytics Add-on,2,20,UPI,2025-01-09,2025-01
T010858,U02139,2024-11-22,495.35,Software,Pro,2,5,Net Banking,2024-11-22,2024-11
T010859,U02139,2025-01-24,321.53,Software,Pro,3,5,PayPal,2024-11-22,2024-11
T010860,U02139,2025-02-19,292.53,Software,Pro,2,20,Card,2024-11-22,2024-11
T010861,U02139,2025-03-24,393.86,Course,Analytics Add-on,1,0,Card,2024-11-22,2024-11
T010864,U02140,2024-04-11,142.93,Software,Analytics Add-on,3,10,Card,2024-04-11,2024-04
T010865,U02140,2024-05-07,225.13,Accessories,Analytics Add-on,2,0,Net Banking,2024-04-11,2024-04
T010866,U02140,2024-06-08,443.61,Accessories,Enterprise,2,5,UPI,2024-04-11,2024-04
T010869,U02140,2024-08-08,439.73,Accessories,Enterprise,1,20,Card,2024-04-11,2024-04
T010870,U02140,2024-08-07,337.55,Course,Starter,1,20,Card,2024-04-11,2024-04
T010872,U02140,2024-09-04,335.32,Accessories,Analytics Add-on,3,15,UPI,2024-04-11,2024-04
T010874,U02140,2025-01-04,81.81,Subscription,Pro,2,15,Card,2024-04-11,2024-04
T010875,U02141,2024-08-28,405.96,Course,Analytics Add-on,2,20,Card,2024-08-28,2024-08
T010877,U02141,2024-09-24,146.57,Software,Enterprise,1,20,UPI,2024-08-28,2024-08
T010879,U02142,2024-03-29,82.03,Subscription,Pro,2,15,Net Banking,2024-03-29,2024-03
T010881,U02142,2024-04-29,193.94,Software,Analytics Add-on,2,15,UPI,2024-03-29,2024-03
T010882,U02142,2024-05-28,260.4,Software,Starter,1,10,Net Banking,2024-03-29,2024-03
T010883,U02142,2024-08-28,186.46,Course,Enterprise,1,10,Net Banking,2024-03-29,2024-03
T010884,U02142,2025-01-20,474.85,Accessories,Analytics Add-on,1,5,Net Banking,2024-03-29,2024-03
T010885,U02142,2025-01-23,371.46,Accessories,Starter,3,15,Net Banking,2024-03-29,2024-03
T010886,U02142,2025-02-22,166.62,Accessories,Enterprise,3,15,Net Banking,2024-03-29,2024-03
T010887,U02143,2024-08-24,190.41,Subscription,Pro,2,15,PayPal,2024-08-24,2024-08
T010888,U02144,2024-12-12,381.28,Accessories,Enterprise,1,20,Card,2024-12-12,2024-12
T010891,U02145,2024-12-17,254.31,Subscription,Pro,1,5,PayPal,2024-12-17,2024-12
T010892,U02145,2025-01-11,461.88,Subscription,Enterprise,1,10,PayPal,2024-12-17,2024-12
T010893,U02146,2024-03-05,391.11,Software,Starter,3,20,Net Banking,2024-03-05,2024-03
T010895,U02146,2024-04-30,488.62,Course,Analytics Add-on,3,10,Net Banking,2024-03-05,2024-03
T010896,U02146,2024-04-29,284.73,Accessories,Enterprise,1,20,UPI,2024-03-05,2024-03
T010897,U02147,2024-01-30,425.06,Accessories,Analytics Add-on,2,15,Net Banking,2024-01-29,2024-01
T010898,U02147,2024-01-29,251.83,Accessories,Pro,2,15,UPI,2024-01-29,2024-01
T010899,U02147,2024-02-29,107.79,Accessories,Analytics Add-on,2,5,UPI,2024-01-29,2024-01
T010900,U02148,2024-08-16,485.71,Software,Starter,2,0,UPI,2024-08-16,2024-08
T010901,U02148,2024-08-17,258.24,Software,Starter,3,20,UPI,2024-08-16,2024-08
T010902,U02148,2024-09-17,180.65,Software,Pro,3,10,UPI,2024-08-16,2024-08
T010903,U02148,2024-11-18,168.51,Software,Analytics Add-on,3,5,PayPal,2024-08-16,2024-08
T010905,U02149,2024-07-29,305.99,Software,Pro,3,15,Card,2024-07-29,2024-07
T010906,U02149,2024-07-29,418.7,Subscription,Starter,3,10,Card,2024-07-29,2024-07
T010908,U02150,2024-11-20,429.76,Subscription,Pro,2,0,UPI,2024-11-20,2024-11
T010909,U02150,2025-01-22,130.0,Course,Analytics Add-on,2,20,Net Banking,2024-11-20,2024-11
T010911,U02150,2025-03-18,265.91,Subscription,Enterprise,3,5,Card,2024-11-20,2024-11
T010912,U02151,2024-01-13,435.49,Accessories,Analytics Add-on,2,20,UPI,2024-01-13,2024-01
T010913,U02151,2024-01-15,485.64,Course,Starter,2,5,Net Banking,2024-01-13,2024-01
T010914,U02151,2024-02-19,261.62,Software,Starter,2,20,Card,2024-01-13,2024-01
T010917,U02151,2024-04-18,307.67,Course,Enterprise,1,10,Card,2024-01-13,2024-01
T010920,U02151,2024-07-17,328.38,Subscription,Starter,2,0,PayPal,2024-01-13,2024-01
T010921,U02151,2024-08-17,294.23,Software,Enterprise,2,5,PayPal,2024-01-13,2024-01
T010922,U02151,2024-09-11,101.77,Accessories,Pro,1,15,PayPal,2024-01-13,2024-01
T010925,U02152,2024-08-26,81.63,Software,Starter,1,0,UPI,2024-08-26,2024-08
T010926,U02152,2024-08-27,366.13,Course,Analytics Add-on,3,10,Net Banking,2024-08-26,2024-08
T010927,U02152,2024-10-20,215.24,Software,Analytics Add-on,1,15,Net Banking,2024-08-26,2024-08
T010928,U02152,2024-11-20,397.78,Software,Starter,1,20,UPI,2024-08-26,2024-08
T010929,U02152,2024-11-20,222.71,Subscription,Enterprise,2,10,UPI,2024-08-26,2024-08
T010930,U02153,2024-07-02,36.41,Software,Analytics Add-on,2,5,UPI,2024-07-01,2024-07
T010931,U02153,2024-07-01,219.56,Subscription,Analytics Add-on,3,0,PayPal,2024-07-01,2024-07
T010932,U02154,2024-12-16,345.75,Course,Starter,2,15,Card,2024-12-16,2024-12
T010933,U02155,2024-08-05,368.18,Subscription,Analytics Add-on,2,10,PayPal,2024-08-05,2024-08
T010934,U02155,2024-08-06,216.99,Course,Starter,1,5,PayPal,2024-08-05,2024-08
T010935,U02155,2024-10-05,276.22,Course,Pro,3,0,Card,2024-08-05,2024-08
T010936,U02155,2024-10-04,24.56,Course,Analytics Add-on,2,20,Card,2024-08-05,2024-08
T010938,U02156,2024-05-08,181.33,Accessories,Analytics Add-on,3,15,PayPal,2024-05-06,2024-05
T010939,U02156,2024-05-06,46.13,Accessories,Pro,1,20,UPI,2024-05-06,2024-05
T010941,U02156,2024-06-06,186.97,Subscription,Analytics Add-on,1,10,Card,2024-05-06,2024-05
T010942,U02158,2024-09-21,39.09,Course,Starter,3,15,Net Banking,2024-09-21,2024-09
T010943,U02159,2024-04-17,248.84,Subscription,Pro,3,10,PayPal,2024-04-17,2024-04
T010944,U02159,2024-05-18,60.59,Software,Analytics Add-on,1,15,UPI,2024-04-17,2024-04
